"","site_name","lat","lon","offset_gf_geno_lew","offset_gf_geno_yrk","offset_gf_geno_lew_nb","offset_gf_geno_yrk_nb"
"1","S1_LOLA",37.9803,-76.4619,0.00306764810467457,0.0160741400916977,0.00292599625998277,0.0202061081733666
"2","S2_DEBY",37.247284,-76.499369,0.0154199600702139,0.00275855354723594,0.0198768915184253,0.00153840920234596
"3","W1_TX",28.096,-97.174,0.0235881027004865,0.0315395540156745,0.0285021194663457,0.0371156478756233
"4","W2_LA",29.239925,-90.911362,0.022300134187838,0.0315231076296393,0.0252485491376913,0.0361822399018733
"5","W3_FL",30.44003,-81.43638,0.0258863065483152,0.0188331390590907,0.0341452338776996,0.0233455426518955
"6","W4_VA",37.14888,-76.63554,0.00899278991005079,0.0080647931080844,0.0115453595081527,0.00879689601729756
"7","W5_NH",43.053746,-70.911544,0.0194731142770023,0.0187641733932009,0.0165389619310633,0.0238219890897826
"8","W6_ME",44.02452236,-69.53203214,0.0312689688678515,0.0198177939398723,0.0379950697288953,0.0226855746133964
