"","site_name","offset_af_lew","offset_af_yrk"
"1","S1-LOLA",0,0.00675206418228237
"2","S2-DEBY",0.00609107639915538,0.00654875748027136
"3","W1-TX",0.0285075235138433,0.028454397151336
"4","W2-LA",0.0353979691893407,0.0301090404759558
"5","W3-FL",0.015370585215388,0.020082010818393
"6","W4-VA",0.0341587125842415,0.0310190038742299
"7","W5-NH",0.0142366613675611,0.0113188827864448
"8","W6-ME",0.0243961162661591,0.0190757783432254
