"","site_name","lat","lon","offset_gf_geno_lew","offset_gf_geno_yrk","offset_gf_af_lew","offset_gf_af_yrk"
"1","S1_LOLA",37.9803,-76.4619,0.00142281153914393,0.00142281153914393,0.000227527962560013,0.00852576595719267
"2","S2_DEBY",37.9803,-76.4619,0.0181499105916092,0.0181499105916092,0.00844968596863765,0.00052098455245389
"3","W1_TX",28.096,-97.174,0.0268870699690269,0.0268870699690269,0.0163935132310921,0.0117393988739922
"4","W2_LA",29.239925,-90.911362,0.0255180906992647,0.0255180906992647,0.00694552265981267,0.00915635649879034
"5","W3_FL",30.44003,-81.43638,0.0296151431270156,0.0296151431270156,0.0192364769434145,0.0122463493366046
"6","W4_VA",37.063817,-76.562783,0.0155307507379488,0.0155307507379488,0.0131624680514842,0.00645138734531897
"7","W5_NH",43.053746,-70.911544,0.0180986932754863,0.0180986932754863,0.0141484241546741,0.00794061365310728
"8","W6_ME",44.02452236,-69.53203214,0.0334897587596579,0.0334897587596579,0.0177695041044935,0.0171183878193244
