"method","bag_site","kendall_surv","p_adj_surv","signif_surv_adj","kendall_len","p_adj_len","signif_len_adj","kendall_surv_nb","p_adj_surv_nb","signif_surv_adj_nb","kendall_len_nb","p_adj_len_nb","signif_len_adj_nb","diff_surv","diff_len"
"lea","YorkRiver",-0.106399035319786,0.847374842171971,FALSE,-0.177331725532977,0.517520245856311,FALSE,-0.231005839565715,0.586211200442221,FALSE,-0.439364047801458,0.0306695513659314,TRUE,0.124606804245929,0.262032322268481
"lea","YorkRiver",-0.106399035319786,0.847374842171971,FALSE,-0.177331725532977,0.517520245856311,FALSE,-0.212798070639573,0.731901505919366,FALSE,-0.141865380426382,0.61306670917638,FALSE,0.106399035319786,-0.0354663451065954
"rda","Lewisetta",-0.364012604154632,0.148671421992688,FALSE,-0.508100926632507,0.0114049360524733,TRUE,-0.0530851714392172,0.924886553953043,FALSE,-0.242675069436421,0.248503899563644,FALSE,-0.310927432715415,-0.265425857196086
"rda","Lewisetta",-0.364012604154632,0.148671421992688,FALSE,-0.508100926632507,0.0114049360524733,TRUE,0.0765385244659627,0.908915584883226,FALSE,-0.0347902383936194,0.874724809999189,FALSE,-0.440551128620595,-0.473310688238888
"rda","Lewisetta",-0.410524813044709,0.164639023386723,FALSE,-0.521853575904291,0.0240590537768708,TRUE,-0.0530851714392172,0.924886553953043,FALSE,-0.242675069436421,0.248503899563644,FALSE,-0.357439641605492,-0.27917850646787
"rda","Lewisetta",-0.410524813044709,0.164639023386723,FALSE,-0.521853575904291,0.0240590537768708,TRUE,0.0765385244659627,0.908915584883226,FALSE,-0.0347902383936194,0.874724809999189,FALSE,-0.487063337510672,-0.487063337510672
"rda","YorkRiver",-0.366891627545548,0.160267844666344,FALSE,-0.303478259821626,0.150531805657733,FALSE,-0.258182997161682,0.515069160806431,FALSE,-0.19476962943776,0.387258811434618,FALSE,-0.108708630383866,-0.108708630383866
"rda","YorkRiver",-0.366891627545548,0.160267844666344,FALSE,-0.303478259821626,0.150531805657733,FALSE,-0.212798070639573,0.731901505919366,FALSE,0.0709326902131909,0.797576193683478,FALSE,-0.154093556905975,-0.374410950034817
"rda","YorkRiver",-0.425596141279145,0.188030899873,FALSE,-0.141865380426382,0.61306670917638,FALSE,-0.258182997161682,0.515069160806431,FALSE,-0.19476962943776,0.387258811434618,FALSE,-0.167413144117463,0.0529042490113781
"rda","YorkRiver",-0.425596141279145,0.188030899873,FALSE,-0.141865380426382,0.61306670917638,FALSE,-0.212798070639573,0.731901505919366,FALSE,0.0709326902131909,0.797576193683478,FALSE,-0.212798070639573,-0.212798070639573
