"","site_name","Latitude_manual","Longitude_manual","lew_go","yrk_go","lew_go_nb","yrk_go_nb"
"34","W1_TX",28.096,-97.174,0.0305225807496928,0.165576590678018,0.0268177134665445,0.021139161064564
"35","W6_ME",44.02452236,-69.53203214,0.0539774742224401,0.122041767724953,0.0506012274678215,0.0357175964518938
"36","W4_VA",37.14888,-76.63554,0.00240542953784218,0.112556782212467,0.000263108162973171,0.00115973474146085
"37","W3_FL",30.44003,-81.43638,0.0290779809780266,0.0847470051797685,0.0304014301792408,0.0197131228719846
"38","W2_LA",29.239925,-90.911362,0.0134254652757621,0.119745300345052,0.0131741972612246,0.0101291583362034
"39","W5_NH",43.053746,-70.911544,0.0227767043609439,0.136442450360451,0.0201145176112988,0.0155952335812025
"40","S1_LOLA",37.9803,-76.4619,0.000318597001067033,0.116110611592035,0.000296287623810496,0.00269854813958494
"41","S2_DEBY",37.247284,-76.499369,0.0998765756596839,0.00111596642387121,0.00126250606899694,0.000270705919726403
