"","site_name","Latitude_manual","Longitude_manual","lew_go","yrk_go","lew_go_nb","yrk_go_nb"
"28","W1_TX",28.096,-97.174,0.025794572209006,0.0308437317007274,0.0270735880902978,0.021341130469861
"29","W6_ME",44.02452236,-69.53203214,0.0528888949189674,0.0373292737367246,0.0510611802644771,0.0360538622064682
"30","W4_VA",37.14888,-76.63554,0.000724772308286595,0.00505103632741295,0.000265629339121498,0.00116977428921876
"31","W3_FL",30.44003,-81.43638,0.0329039813786697,0.0184608024939688,0.0307008979946692,0.0199149639009399
"32","W2_LA",29.239925,-90.911362,0.012279732254515,0.0153692474943304,0.0132938675436683,0.0102198644050288
"33","W5_NH",43.053746,-70.911544,0.0314425939948501,0.0174623975306959,0.0203041967544359,0.0157484279126519
"34","S1_LOLA",37.9803,-76.4619,0.000303972943635624,0.0100388234149517,0.000299402769589412,0.00272321840406669
"35","S2_DEBY",37.247284,-76.499369,0.0047034229440067,0.0010577797668131,0.00127377425774127,0.000273115069291735
