"","site_name","offset_gf_af_lew","offset_gf_af_yrk"
"1","S1-LOLA",0,0.00650405379686886
"2","S2-DEBY",0.00595203561810038,0.00614478603935643
"3","W1-TX",0.0325269219210725,0.0298589934967472
"4","W2-LA",0.0277107414642401,0.0279717149029573
"5","W3-FL",0.0338900775323234,0.0288487376494186
"6","W4-VA",0.0154541063200355,0.0200786919661167
"7","W5-NH",0.0135689029574392,0.0110553350709755
"8","W6-ME",0.0239783604096884,0.0188132584686231
