"","site_name","Latitude_manual","Longitude_manual","lew_go","yrk_go","lew_gothin","yrk_gothin"
"28","W1_TX",28.096,-97.174,0.0313645997069739,0.0464500143652707,0.0261325607951038,0.0374891038734539
"29","W6_ME",44.02452236,-69.53203214,0.0699860677270854,0.0400859577250038,0.0597896316403868,0.0344451420565951
"30","W3_FL",30.44003,-81.43638,0.0394091970913957,0.0413180843196628,0.0302710966905057,0.0292525405768759
"31","W2_LA",29.239925,-90.911362,0.0151687617189374,0.0277324032964355,0.0132998802182531,0.02270413384826
"32","W5_NH",43.053746,-70.911544,0.0420877541473276,0.0314351517287566,0.034536737310838,0.0266699705777997
"33","W4_VA",37.063817,-76.562783,0.0330161430606939,0.00514807592731852,0.0303088866657176,0.00473564610689145
"34","S1_LOLA",37.9803,-76.4619,1.92816326079866e-05,0.0179315957978935,1.79085168373286e-05,0.0166089564283114
"35","S2_DEBY",37.9803,-76.4619,0.0150740513037085,0.000370371965927002,0.0139746579053408,0.000346754679002623
