"","site_name","lat","lon","offset_gf_geno_lew","offset_gf_geno_yrk","offset_gf_geno_lew_nb","offset_gf_geno_yrk_nb"
"1","S1_LOLA",37.9803,-76.4619,0.00308747357888354,0.0162435278822557,0.00294286198410697,0.0204308375799483
"2","S2_DEBY",37.247284,-76.499369,0.0155901708223334,0.00276850347929953,0.0201006969931107,0.00154847305021278
"3","W1_TX",28.096,-97.174,0.0239389820639159,0.0319720521270518,0.0288409968548906,0.0375678470966007
"4","W2_LA",29.239925,-90.911362,0.0226610790844192,0.031961658160894,0.0256015170812804,0.0366443747404352
"5","W3_FL",30.44003,-81.43638,0.0261384638342263,0.0190126562754271,0.0344388109158729,0.0235478288737011
"6","W4_VA",37.14888,-76.63554,0.00909473285769877,0.0081325698881317,0.0116848786829125,0.00888162395680349
"7","W5_NH",43.053746,-70.911544,0.019536030042375,0.0189162455717594,0.0165890315503524,0.0240420637656415
"8","W6_ME",44.02452236,-69.53203214,0.0313863078932437,0.0197816150131795,0.0381507898707954,0.0226567971305934
