"","site_name","lew_go","yrk_go","lew_gothin","yrk_gothin"
"1","W1_TX",0.0299401859187202,0.516090020807239,0.0303811546308243,0.472671252498592
"18","W2_LA",0.00123459323855104,0.523123130442514,0.00110476272667996,0.471546232987613
"38","W3_FL",0.116259697499318,0.552892486788725,0.117293532784876,0.520472596566729
"58","W4_VA",1.18591465147287,0.142990137679251,1.07201638378594,0.129077187658707
"78","W5_NH",0.127341312255234,0.540560165097177,0.124716303958089,0.514953469537759
"97","W6_ME",0.0143464529264478,0.510016449103701,0.0147702584740761,0.466434610828966
