"","site_name","lat","lon","offset_gf_geno_lew","offset_gf_geno_yrk","offset_gf_geno_lew_nb","offset_gf_geno_yrk_nb","offset_gf_af_lew","offset_gf_af_yrk","offset_gf_af_lew_nb","offset_gf_af_yrk_nb"
"1","S1_LOLA",37.9803,-76.4619,0.00142281153914393,0.0172138223002345,0.00166504373482353,0.0188102348329066,0.000227527962560013,0.00852576595719267,0.000366746803981694,0.00596792157702852
"2","S2_DEBY",37.9803,-76.4619,0.0181499105916092,0.00125559690647459,0.020046653630801,0.00152167019888933,0.00844968596863765,0.00052098455245389,0.00579419664867229,0.000809947014567319
"3","W1_TX",28.096,-97.174,0.0268870699690269,0.0353658747652631,0.0286433385000436,0.0373353599664133,0.0163935132310921,0.0117393988739922,0.0191519648417082,0.0157100992630476
"4","W2_LA",29.239925,-90.911362,0.0255180906992647,0.0355136429712682,0.0255718712314978,0.0365419958660904,0.00694552265981267,0.00915635649879034,0.00945061310451639,0.0113860667259964
"5","W3_FL",30.44003,-81.43638,0.0296151431270156,0.0205997413712125,0.0343587389130361,0.0234947364847661,0.0192364769434145,0.0122463493366046,0.0206625848122945,0.0153341713251584
"6","W4_VA",37.063817,-76.562783,0.0155307507379488,0.0100414525240867,0.011838839355129,0.00866418508813302,0.0131624680514842,0.00645138734531897,0.0026997007705358,0.00348054902959566
"7","W5_NH",43.053746,-70.911544,0.0180986932754863,0.0213764640000989,0.0165304374718766,0.0239529690713673,0.0141484241546741,0.00794061365310728,0.0125112384832022,0.0094418680031087
"8","W6_ME",44.02452236,-69.53203214,0.0334897587596579,0.0214221945035301,0.0381211729080666,0.0227024863623113,0.0177695041044935,0.0171183878193244,0.0229307203863148,0.0179062045375078
