"","merge_ID_inds","Label_ind","Key_ind","Key_box","Vial_Label","Key_Vial","Tissue","Buffer","Well","Extraction_plan_Key","PlateID_Key","ID_SiteDate","SiteDate_Key","Extraction_plan_Label","Project","Plate","Sample.Filename","Pass.Fail","DQC","QC.call_rate","call_rate","QC.het_rate","het_rate","Average.call.rate.for.passing.samples","Sex","Shell_length_cm","Shell_width_cm","Box_ID","Boring_sponge","Pea_crab","Polydora.active","Polydora.repaired","ID_Site","Site_Key","EstuaryRegion_name","Site_Order","Site_Color","Region","Region_color","sal_firstyear","sal_finalyear","Mean_Annual_Salinity_ppt","Mean_max_Salinity_ppt","Mean_min_Salinity_ppt","Salinity_st_dev","temp_firstyear","temp_finalyear","Mean_Annual_Temperature_C","Mean_max_temperature_C","Mean_min_temperature_C","Temperature_st_dev","Alive","Mortality_Date","New_Growth","Sperm_Motility","offsets_lew","offsets_yrk"
"1","H9_CviMVP_PlDNA_7_D193_75D2DB84","D193","75D2DB84","7e18085f","CviMVPe_50081","c2cc2d6f","gill","95% pure EtOH","H9","ieqiuonv","c8d7e3a0","ME-HogIs","204B8C0D","H9_CviMVPe_PlDNA_7__D193__75D2DB84","CviMVPe","PlDNA_7","H9_CviMVPe_PlDNA_7__D193__75D2DB84_268692_H9.CEL","Pass",0.97877,99.534,99.14,27.779,19.369,99.105,"Female",9.9,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0,0.00213811404441339
"2","F7_CviMVP_PlDNA_6_D195_E69D86F1","D195","E69D86F1","85211b79","CviMVPe_50187","f9d100cf","gill","95% pure EtOH","F7","tvsghr6j","aa7bee3f","ME-HogIs","204B8C0D","F7_CviMVPe_PlDNA_6__D195__E69D86F1","CviMVPe","PlDNA_6","F7_CviMVPe_PlDNA_6__D195__E69D86F1_261913_F7.CEL","Pass",0.98349,99.184,98.53,24.151,17.838,98.913,"Male",9.7,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",2,0,0.00213811404441339
"3","C11_CviMVP_PlDNA_7_D197_03F66240","D197","03F66240","85211b79","CviMVPe_50188","926682fa","gill","95% pure EtOH","C11","qwgudq72","c8d7e3a0","ME-HogIs","204B8C0D","C11_CviMVPe_PlDNA_7__D197__03F66240","CviMVPe","PlDNA_7","C11_CviMVPe_PlDNA_7__D197__03F66240_268692_C11.CEL","Pass",0.9717,99.417,98.955,25.521,17.871,99.105,"Male",10.1,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",3,0,0.00213811404441339
"4","G2_CviMVP_PlDNA_6_D200_33092739","D200","33092739","85211b79","CviMVPe_50375","796a2a73","gill","95% pure EtOH","G2","e3lhr4gz","aa7bee3f","ME-HogIs","204B8C0D","G2_CviMVPe_PlDNA_6__D200__33092739","CviMVPe","PlDNA_6","G2_CviMVPe_PlDNA_6__D200__33092739_261913_G2.CEL","Pass",0.98585,98.966,98.578,27.924,18.757,98.913,"Female",11.5,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0,0.00213811404441339
"5","G2_CviMVP_PlDNA_7_D204_39ED1A0F","D204","39ED1A0F","85211b79","CviMVPe_50186","8b478c30","gill","95% pure EtOH","G2","wj74ajuo","c8d7e3a0","ME-HogIs","204B8C0D","G2_CviMVPe_PlDNA_7__D204__39ED1A0F","CviMVPe","PlDNA_7","G2_CviMVPe_PlDNA_7__D204__39ED1A0F_268692_G2.CEL","Pass",0.96462,99.461,98.968,24.632,18.215,99.105,"Male",11.3,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",2,0,0.00213811404441339
"6","G7_CviMVP_PlDNA_6_D205_13EC75B4","D205","13EC75B4","7e18085f","CviMVPe_50079","ec250abb","gill","95% pure EtOH","G7","0wgzsco6","aa7bee3f","ME-HogIs","204B8C0D","G7_CviMVPe_PlDNA_6__D205__13EC75B4","CviMVPe","PlDNA_6","G7_CviMVPe_PlDNA_6__D205__13EC75B4_261913_G7.CEL","Pass",0.99057,99.272,98.493,27.079,18.845,98.913,"Female",14.6,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0,0.00213811404441339
"7","H5_CviMVP_PlDNA_7_D206_4496A68D","D206","4496A68D","85211b79","CviMVPe_50361","584ebdee","gill","95% pure EtOH","H5","2nasos5r","c8d7e3a0","ME-HogIs","204B8C0D","H5_CviMVPe_PlDNA_7__D206__4496A68D","CviMVPe","PlDNA_7","H5_CviMVPe_PlDNA_7__D206__4496A68D_268692_H5.CEL","Pass",0.9717,99.315,98.954,25.288,18.134,99.105,"Female",10.6,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0,0.00213811404441339
"8","H10_CviMVP_PlDNA_7_D208_36F17A38","D208","36F17A38","85211b79","CviMVPe_50191","14282749","gill","95% pure EtOH","H10","ywj1pwzm","c8d7e3a0","ME-HogIs","204B8C0D","H10_CviMVPe_PlDNA_7__D208__36F17A38","CviMVPe","PlDNA_7","H10_CviMVPe_PlDNA_7__D208__36F17A38_268692_H10.CEL","Pass",0.98585,99.388,98.956,27.662,19.369,99.105,"Male",9.2,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",3,0,0.00213811404441339
"9","G6_CviMVP_PlDNA_7_D210_DD095BEA","D210","DD095BEA","85211b79","CviMVPe_50355","3015ff33","gill","95% pure EtOH","G6","zxn55i66","c8d7e3a0","ME-HogIs","204B8C0D","G6_CviMVPe_PlDNA_7__D210__DD095BEA","CviMVPe","PlDNA_7","G6_CviMVPe_PlDNA_7__D210__DD095BEA_268692_G6.CEL","Pass",0.99292,99.49,99.001,27.429,18.68,99.105,"Female",9.8,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0,0.00213811404441339
"10","C7_CviMVP_PlDNA_7_D218_5D337335","D218","5D337335","85211b79","CviMVPe_50358","877060b9","gill","95% pure EtOH","C7","bqcfkkzc","c8d7e3a0","ME-HogIs","204B8C0D","C7_CviMVPe_PlDNA_7__D218__5D337335","CviMVPe","PlDNA_7","C7_CviMVPe_PlDNA_7__D218__5D337335_268692_C7.CEL","Pass",0.99057,99.417,98.988,25.754,18.058,99.105,"Female",10,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0,0.00213811404441339
"11","B7_CviMVP_PlDNA_7_D219_5D244A9A","D219","5D244A9A","7e18085f","CviMVPe_50080","666cafda","gill","95% pure EtOH","B7","ioeewgxn","c8d7e3a0","ME-HogIs","204B8C0D","B7_CviMVPe_PlDNA_7__D219__5D244A9A","CviMVPe","PlDNA_7","B7_CviMVPe_PlDNA_7__D219__5D244A9A_268692_B7.CEL","Pass",0.97406,99.388,98.954,25.885,18.1,99.105,"Female",8.5,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0,0.00213811404441339
"12","B12_CviMVP_PlDNA_6_D223_FC050DC6","D223","FC050DC6","85211b79","CviMVPe_50357","7752ba1c","gill","95% pure EtOH","B12","nlovoiwc","aa7bee3f","ME-HogIs","204B8C0D","B12_CviMVPe_PlDNA_6__D223__FC050DC6","CviMVPe","PlDNA_6","B12_CviMVPe_PlDNA_6__D223__FC050DC6_261913_B12.CEL","Pass",0.98113,99.272,98.733,26.264,18.373,98.913,"Female",9.7,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0,0.00213811404441339
"13","F11_CviMVP_PlDNA_7_D227_C01C6364","D227","C01C6364","85211b79","CviMVPe_50192","94eec54f","gill","95% pure EtOH","F11","62f2oyhm","c8d7e3a0","ME-HogIs","204B8C0D","F11_CviMVPe_PlDNA_7__D227__C01C6364","CviMVPe","PlDNA_7","F11_CviMVPe_PlDNA_7__D227__C01C6364_268692_F11.CEL","Pass",0.98113,99.519,98.913,26.715,18.452,99.105,"Male",10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",2,0,0.00213811404441339
"14","D9_CviMVP_PlDNA_6_D230_37602BDA","D230","37602BDA","85211b79","CviMVPe_50190","d25716e0","gill","95% pure EtOH","D9","w9wg56id","aa7bee3f","ME-HogIs","204B8C0D","D9_CviMVPe_PlDNA_6__D230__37602BDA","CviMVPe","PlDNA_6","D9_CviMVPe_PlDNA_6__D230__37602BDA_261913_D9.CEL","Pass",0.98821,99.33,98.613,26.744,18.655,98.913,"Male",10.8,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",2,0,0.00213811404441339
"15","B6_CviMVP_PlDNA_7_D234_ABAFF92F","D234","ABAFF92F","85211b79","CviMVPe_50193","17d44be5","gill","95% pure EtOH","B6","yyrb27zj","c8d7e3a0","ME-HogIs","204B8C0D","B6_CviMVPe_PlDNA_7__D234__ABAFF92F","CviMVPe","PlDNA_7","B6_CviMVPe_PlDNA_7__D234__ABAFF92F_268692_B6.CEL","Pass",0.96698,99.388,98.919,25.462,17.86,99.105,"Male",10.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",2,0,0.00213811404441339
"16","B10_CviMVP_PlDNA_6_D240_FAFC393A","D240","FAFC393A","85211b79","CviMVPe_50363","9b3d7f72","gill","95% pure EtOH","B10","z8q23s0n","aa7bee3f","ME-HogIs","204B8C0D","B10_CviMVPe_PlDNA_6__D240__FAFC393A","CviMVPe","PlDNA_6","B10_CviMVPe_PlDNA_6__D240__FAFC393A_261913_B10.CEL","Pass",0.97877,98.82,98.172,23.132,16.759,98.913,"Female",9.2,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"No",NA,0,0.00213811404441339
"17","H8_CviMVP_PlDNA_7_D241_46365F0E","D241","46365F0E","85211b79","CviMVPe_50376","9f8a3556","gill","95% pure EtOH","H8","84dqjxyy","c8d7e3a0","ME-HogIs","204B8C0D","H8_CviMVPe_PlDNA_7__D241__46365F0E","CviMVPe","PlDNA_7","H8_CviMVPe_PlDNA_7__D241__46365F0E_268692_H8.CEL","Pass",0.98349,99.432,98.934,25.331,17.937,99.105,"Female",11,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0,0.00213811404441339
"18","A1_CviMVP_PlDNA_7_D245_AD01D66D","D245","AD01D66D","85211b79","CviMVPe_50360","7ea94e3e","gill","95% pure EtOH","A1","994htzwt","c8d7e3a0","ME-HogIs","204B8C0D","A1_CviMVPe_PlDNA_7__D245__AD01D66D","CviMVPe","PlDNA_7","A1_CviMVPe_PlDNA_7__D245__AD01D66D_268692_A1.CEL","Pass",0.96934,99.213,98.755,26.599,18.498,99.105,"Female",9.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0,0.00213811404441339
"19","C8_CviMVP_PlDNA_7_D246_E361C823","D246","E361C823","85211b79","CviMVPe_50362","f911dfbc","gill","95% pure EtOH","C8","jgpm8z74","c8d7e3a0","ME-HogIs","204B8C0D","C8_CviMVPe_PlDNA_7__D246__E361C823","CviMVPe","PlDNA_7","C8_CviMVPe_PlDNA_7__D246__E361C823_268692_C8.CEL","Pass",0.96462,99.199,98.753,26.715,17.979,99.105,"Female",8.9,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.00639719359664996,0.00842585866771147
"20","F5_CviMVP_PlDNA_6_D249_FA1D23BA","D249","FA1D23BA","85211b79","CviMVPe_50194","64d6b868","gill","95% pure EtOH","F5","9zknln70","aa7bee3f","ME-HogIs","204B8C0D","F5_CviMVPe_PlDNA_6__D249__FA1D23BA","CviMVPe","PlDNA_6","F5_CviMVPe_PlDNA_6__D249__FA1D23BA_261913_F5.CEL","Pass",0.98349,99.009,98.555,24.807,17.494,98.913,"Male",8.9,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"No",2,0.00639719359664996,0.00842585866771147
"21","D10_CviMVP_PlDNA_6_D307_57EB20A7","D307","57EB20A7","85211b79","CviMVPe_50365","b28e9b66","gill","95% pure EtOH","D10","k6pkyop7","aa7bee3f","NH-GrtBay","899DC1AC","D10_CviMVPe_PlDNA_6__D307__57EB20A7","CviMVPe","PlDNA_6","D10_CviMVPe_PlDNA_6__D307__57EB20A7_261913_D10.CEL","Pass",0.97406,98.747,97.804,24.559,18.139,98.913,"Female",6.3,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"No",NA,0.00639719359664996,0.00842585866771147
"22","C11_CviMVP_PlDNA_6_D309_BEF60DB8","D309","BEF60DB8","85211b79","CviMVPe_50368","6c8806a7","gill","95% pure EtOH","C11","yz188qru","aa7bee3f","NH-GrtBay","899DC1AC","C11_CviMVPe_PlDNA_6__D309__BEF60DB8","CviMVPe","PlDNA_6","C11_CviMVPe_PlDNA_6__D309__BEF60DB8_261913_C11.CEL","Pass",0.99292,99.184,98.598,24.166,17.31,98.913,"Female",7.1,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.00639719359664996,0.00842585866771147
"23","A9_CviMVP_PlDNA_6_D311_3B56D682","D311","3B56D682","85211b79","CviMVPe_50371","c5818058","gill","95% pure EtOH","A9","8gyolw7j","aa7bee3f","NH-GrtBay","899DC1AC","A9_CviMVPe_PlDNA_6__D311__3B56D682","CviMVPe","PlDNA_6","A9_CviMVPe_PlDNA_6__D311__3B56D682_261913_A9.CEL","Pass",0.98113,99.184,98.553,23.86,17.444,98.913,"Female",7,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.00639719359664996,0.00842585866771147
"24","D12_CviMVP_PlDNA_7_D312_C07AA992","D312","C07AA992","7e18085f","CviMVPe_50065","973ca4ae","gill","95% pure EtOH","D12","roszl47s","c8d7e3a0","NH-GrtBay","899DC1AC","D12_CviMVPe_PlDNA_7__D312__C07AA992","CviMVPe","PlDNA_7","D12_CviMVPe_PlDNA_7__D312__C07AA992_268692_D12.CEL","Pass",0.93632,99.315,98.849,22.942,16.828,99.105,"Male",7.3,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",3,0.00639719359664996,0.00842585866771147
"25","C5_CviMVP_PlDNA_7_D318_3140E558","D318","3140E558","85211b79","CviMVPe_50367","13315eff","gill","95% pure EtOH","C5","nf67n85x","c8d7e3a0","NH-GrtBay","899DC1AC","C5_CviMVPe_PlDNA_7__D318__3140E558","CviMVPe","PlDNA_7","C5_CviMVPe_PlDNA_7__D318__3140E558_268692_C5.CEL","Pass",0.9316,99.359,98.808,22.797,17.078,99.105,"Female",9.1,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.00639719359664996,0.00842585866771147
"26","E10_CviMVP_PlDNA_6_D319_3B059592","D319","3B059592","85211b79","CviMVPe_50370","7a2f17cb","gill","95% pure EtOH","E10","fb48bb8e","aa7bee3f","NH-GrtBay","899DC1AC","E10_CviMVPe_PlDNA_6__D319__3B059592","CviMVPe","PlDNA_6","E10_CviMVPe_PlDNA_6__D319__3B059592_261913_E10.CEL","Pass",0.96934,99.199,98.595,25.055,17.683,98.913,"Female",9.6,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.00639719359664996,0.00842585866771147
"27","D9_CviMVP_PlDNA_7_D320_EEBADDCF","D320","EEBADDCF","85211b79","CviMVPe_50377","4ed014b1","gill","95% pure EtOH","D9","gsrr0tnl","c8d7e3a0","NH-GrtBay","899DC1AC","D9_CviMVPe_PlDNA_7__D320__EEBADDCF","CviMVPe","PlDNA_7","D9_CviMVPe_PlDNA_7__D320__EEBADDCF_268692_D9.CEL","Pass",0.99528,99.068,98.417,25.375,17.423,99.105,"Female",7.4,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.00639719359664996,0.00842585866771147
"28","H3_CviMVP_PlDNA_6_D322_388C7673","D322","388C7673","7e18085f","CviMVPe_50063","e1bdb259","gill","95% pure EtOH","H3","ln6im06o","aa7bee3f","NH-GrtBay","899DC1AC","H3_CviMVPe_PlDNA_6__D322__388C7673","CviMVPe","PlDNA_6","H3_CviMVPe_PlDNA_6__D322__388C7673_261913_H3.CEL","Pass",0.96934,98.835,98.115,23.758,17.788,98.913,"Male",7.2,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",2,0.00639719359664996,0.00842585866771147
"29","D11_CviMVP_PlDNA_7_D325_03AC15C0","D325","03AC15C0","7e18085f","CviMVPe_50060","840fcbe8","gill","95% pure EtOH","D11","k49o2wx8","c8d7e3a0","NH-GrtBay","899DC1AC","D11_CviMVPe_PlDNA_7__D325__03AC15C0","CviMVPe","PlDNA_7","D11_CviMVPe_PlDNA_7__D325__03AC15C0_268692_D11.CEL","Pass",0.98349,99.213,98.729,23.642,17.018,99.105,"Male",6.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",2,0.00639719359664996,0.00842585866771147
"30","B1_CviMVP_PlDNA_6_D326_B2C680F2","D326","B2C680F2","85211b79","CviMVPe_50364","da7bc879","gill","95% pure EtOH","B1","alxmjgzf","aa7bee3f","NH-GrtBay","899DC1AC","B1_CviMVPe_PlDNA_6__D326__B2C680F2","CviMVPe","PlDNA_6","B1_CviMVPe_PlDNA_6__D326__B2C680F2_261913_B1.CEL","Pass",0.97877,98.893,98.099,24.559,17.614,98.913,"Female",7.1,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.00639719359664996,0.00842585866771147
"31","F10_CviMVP_PlDNA_6_D327_E961D7BE","D327","E961D7BE","7e18085f","CviMVPe_50068","e9991269","gill","95% pure EtOH","F10","2cht79aw","aa7bee3f","NH-GrtBay","899DC1AC","F10_CviMVPe_PlDNA_6__D327__E961D7BE","CviMVPe","PlDNA_6","F10_CviMVPe_PlDNA_6__D327__E961D7BE_261913_F10.CEL","Pass",0.98349,98.995,98.607,23.074,17.204,98.913,"Male",6.3,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"No",2,0.00639719359664996,0.00842585866771147
"32","E6_CviMVP_PlDNA_6_D328_A5BAB1A1","D328","A5BAB1A1","85211b79","CviMVPe_50366","caffa3ca","gill","95% pure EtOH","E6","pm165ard","aa7bee3f","NH-GrtBay","899DC1AC","E6_CviMVPe_PlDNA_6__D328__A5BAB1A1","CviMVPe","PlDNA_6","E6_CviMVPe_PlDNA_6__D328__A5BAB1A1_261913_E6.CEL","Pass",0.96934,99.184,98.634,25.011,17.932,98.913,"Female",7.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.00639719359664996,0.00842585866771147
"33","B7_CviMVP_PlDNA_6_D329_BA5E43FC","D329","BA5E43FC","85211b79","CviMVPe_50372","a74f7769","gill","95% pure EtOH","B7","czypcf7k","aa7bee3f","NH-GrtBay","899DC1AC","B7_CviMVPe_PlDNA_6__D329__BA5E43FC","CviMVPe","PlDNA_6","B7_CviMVPe_PlDNA_6__D329__BA5E43FC_261913_B7.CEL","Pass",0.9717,99.009,98.456,24.079,17.436,98.913,"Female",6.4,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.00639719359664996,0.00842585866771147
"34","C6_CviMVP_PlDNA_6_D332_B407AD59","D332","B407AD59","85211b79","CviMVPe_50369","bdf3e553","gill","95% pure EtOH","C6","x173j17c","aa7bee3f","NH-GrtBay","899DC1AC","C6_CviMVPe_PlDNA_6__D332__B407AD59","CviMVPe","PlDNA_6","C6_CviMVPe_PlDNA_6__D332__B407AD59_261913_C6.CEL","Pass",0.96226,99.097,98.547,25.186,17.782,98.913,"Female",7.3,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.00639719359664996,0.00842585866771147
"35","G8_CviMVP_PlDNA_6_D340_6C22F083","D340","6C22F083","7e18085f","CviMVPe_50059","93c3ad5e","gill","95% pure EtOH","G8","bksbs2r2","aa7bee3f","NH-GrtBay","899DC1AC","G8_CviMVPe_PlDNA_6__D340__6C22F083","CviMVPe","PlDNA_6","G8_CviMVPe_PlDNA_6__D340__6C22F083_261913_G8.CEL","Pass",0.98585,98.864,98.234,24.312,17.549,98.913,"Male",9.6,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",2,0.00639719359664996,0.00842585866771147
"36","C9_CviMVP_PlDNA_6_D342_5AF53340","D342","5AF53340","7e18085f","CviMVPe_50062","463ef6f2","gill","95% pure EtOH","C9","q7zsw24z","aa7bee3f","NH-GrtBay","899DC1AC","C9_CviMVPe_PlDNA_6__D342__5AF53340","CviMVPe","PlDNA_6","C9_CviMVPe_PlDNA_6__D342__5AF53340_261913_C9.CEL","Pass",0.9316,99.141,98.392,23.933,17.502,98.913,"Male",7.5,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",2,0.00639719359664996,0.00842585866771147
"37","H12_CviMVP_PlDNA_6_D344_57950236","D344","57950236","85211b79","CviMVPe_50378","526e1d97","mantle","95% pure EtOH","H12","4mv95r7z","aa7bee3f","NH-GrtBay","899DC1AC","H12_CviMVPe_PlDNA_6__D344__57950236","CviMVPe","PlDNA_6","H12_CviMVPe_PlDNA_6__D344__57950236_261913_H12.CEL","Pass",0.99292,99.286,98.688,24.137,17.201,98.913,"Female",6.4,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.00639719359664996,0.00842585866771147
"38","F1_CviMVP_PlDNA_6_D345_752FD02E","D345","752FD02E","7e18085f","CviMVPe_50067","4bb39f30","gill","95% pure EtOH","F1","gsia9y46","aa7bee3f","NH-GrtBay","899DC1AC","F1_CviMVPe_PlDNA_6__D345__752FD02E","CviMVPe","PlDNA_6","F1_CviMVPe_PlDNA_6__D345__752FD02E_261913_F1.CEL","Pass",0.97877,99.126,98.244,24.545,17.752,98.913,"Male",6.8,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",2,0.00639719359664996,0.00842585866771147
"39","E3_CviMVP_PlDNA_6_D349_3100BFA1","D349","3100BFA1","7e18085f","CviMVPe_50066","31892fe3","gill","95% pure EtOH","E3","pl6qw38l","aa7bee3f","NH-GrtBay","899DC1AC","E3_CviMVPe_PlDNA_6__D349__3100BFA1","CviMVPe","PlDNA_6","E3_CviMVPe_PlDNA_6__D349__3100BFA1_261913_E3.CEL","Pass",0.98585,99.155,98.612,26.977,18.605,98.913,"Male",7.4,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",1,0.0493547206641549,0.0415396360894959
"40","G4_CviMVP_PlDNA_6_D354_CDFCE214","D354","CDFCE214","7e18085f","CviMVPe_50047","7c7ca916","gill","95% pure EtOH","G4","u1yjw4aj","aa7bee3f","FL-KingPlan","7C86F928","G4_CviMVPe_PlDNA_6__D354__CDFCE214","CviMVPe","PlDNA_6","G4_CviMVPe_PlDNA_6__D354__CDFCE214_261913_G4.CEL","Pass",0.97877,99.155,98.519,24.428,17.658,98.913,"Male",8.6,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",3,0.0493547206641549,0.0415396360894959
"41","B10_CviMVP_PlDNA_7_D357_44E1CB35","D357","44E1CB35","7e18085f","CviMVPe_50058","54b95ecd","gill","95% pure EtOH","B10","9lo9opgz","c8d7e3a0","FL-KingPlan","7C86F928","B10_CviMVPe_PlDNA_7__D357__44E1CB35","CviMVPe","PlDNA_7","B10_CviMVPe_PlDNA_7__D357__44E1CB35_268692_B10.CEL","Pass",0.99292,99.272,98.721,24.574,17.791,99.105,"Female",9.4,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.0493547206641549,0.0415396360894959
