"","merge_ID_inds","Label_ind","Key_ind","Key_box","Vial_Label","Key_Vial","Tissue","Buffer","Well","Extraction_plan_Key","PlateID_Key","ID_SiteDate","SiteDate_Key","Extraction_plan_Label","Project","Plate","Sample.Filename","Pass.Fail","DQC","QC.call_rate","call_rate","QC.het_rate","het_rate","Average.call.rate.for.passing.samples","Sex","Shell_length_cm","Shell_width_cm","Box_ID","Boring_sponge","Pea_crab","Polydora.active","Polydora.repaired","ID_Site","Site_Key","EstuaryRegion_name","Site_Order","Site_Color","Region","Region_color","sal_firstyear","sal_finalyear","Mean_Annual_Salinity_ppt","Mean_max_Salinity_ppt","Mean_min_Salinity_ppt","Salinity_st_dev","temp_firstyear","temp_finalyear","Mean_Annual_Temperature_C","Mean_max_temperature_C","Mean_min_temperature_C","Temperature_st_dev","Alive","Mortality_Date","New_Growth","Sperm_Motility","offsets_lew","offsets_yrk"
"116","H4_CviMVP_PlDNA_7_D641_85592D52","D641","85592D52","a95e4efb","CviMVPe_50158","ca6a62ba","gill","95% pure EtOH","H4","gh9pysbi","c8d7e3a0","VA-DeepWatSh","EEF040B2","H4_CviMVPe_PlDNA_7__D641__85592D52","CviMVPe","PlDNA_7","H4_CviMVPe_PlDNA_7__D641__85592D52_268692_H4.CEL","Pass",0.96698,99.243,98.713,26.031,18.253,99.105,"Female",12,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"",NA,0.0404166230805155,0.0363798166155869
"117","D10_CviMVP_PlDNA_7_D779_71CC5071","D779","71CC5071","a95e4efb","CviMVPe_50146","9166b64b","gill","95% pure EtOH","D10","e5jdhvkq","c8d7e3a0","DEBY","D2D83B3C","D10_CviMVPe_PlDNA_7__D779__71CC5071","CviMVPe","PlDNA_7","D10_CviMVPe_PlDNA_7__D779__71CC5071_268692_D10.CEL","Pass",0.99528,99.199,98.479,29.789,19.792,99.105,"Male",10.4,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",3,0.0404166230805155,0.0363798166155869
"118","E11_CviMVP_PlDNA_7_D781_029ECEB7","D781","029ECEB7","a95e4efb","CviMVPe_50147","6aaac519","gill","95% pure EtOH","E11","n4uoffbz","c8d7e3a0","DEBY","D2D83B3C","E11_CviMVPe_PlDNA_7__D781__029ECEB7","CviMVPe","PlDNA_7","E11_CviMVPe_PlDNA_7__D781__029ECEB7_268692_E11.CEL","Pass",0.95283,99.446,98.9,28.492,20.155,99.105,"Male",8,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",2,0.0404166230805155,0.0363798166155869
"119","G9_CviMVP_PlDNA_6_D783_1A4FAF00","D783","1A4FAF00","a95e4efb","CviMVPe_50137","c809621e","gill","95% pure EtOH","G9","7o58d7xz","aa7bee3f","DEBY","D2D83B3C","G9_CviMVPe_PlDNA_6__D783__1A4FAF00","CviMVPe","PlDNA_6","G9_CviMVPe_PlDNA_6__D783__1A4FAF00_261913_G9.CEL","Pass",0.9717,98.864,98.301,31.216,21.413,98.913,"Female",12.3,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.0404166230805155,0.0363798166155869
"120","D7_CviMVP_PlDNA_7_D784_34A74FE2","D784","34A74FE2","a95e4efb","CviMVPe_50149","5d441c25","gill","95% pure EtOH","D7","zxji6q6x","c8d7e3a0","DEBY","D2D83B3C","D7_CviMVPe_PlDNA_7__D784__34A74FE2","CviMVPe","PlDNA_7","D7_CviMVPe_PlDNA_7__D784__34A74FE2_268692_D7.CEL","Pass",0.98113,99.33,98.653,27.342,19.97,99.105,"Male",8.3,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",2,0.0404166230805155,0.0363798166155869
"121","C4_CviMVP_PlDNA_7_D785_C47B78DC","D785","C47B78DC","a95e4efb","CviMVPe_50144","acc307b9","gill","95% pure EtOH","C4","xvloy4ds","c8d7e3a0","DEBY","D2D83B3C","C4_CviMVPe_PlDNA_7__D785__C47B78DC","CviMVPe","PlDNA_7","C4_CviMVPe_PlDNA_7__D785__C47B78DC_268692_C4.CEL","Pass",0.94811,98.98,98.522,26.089,18.945,99.105,"Male",9.7,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",2,0.0404166230805155,0.0363798166155869
"122","D5_CviMVP_PlDNA_7_D787_2CA6DD38","D787","2CA6DD38","a95e4efb","CviMVPe_50142","e3949be4","gill","95% pure EtOH","D5","mnc78mhy","c8d7e3a0","DEBY","D2D83B3C","D5_CviMVPe_PlDNA_7__D787__2CA6DD38","CviMVPe","PlDNA_7","D5_CviMVPe_PlDNA_7__D787__2CA6DD38_268692_D5.CEL","Pass",0.96934,99.243,98.647,27.531,19.809,99.105,"Male",8.9,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",3,0.0404166230805155,0.0363798166155869
"123","B2_CviMVP_PlDNA_6_D793_D9ED7A3F","D793","D9ED7A3F","a95e4efb","CviMVPe_50136","992b94e9","gill","95% pure EtOH","B2","gziuoi84","aa7bee3f","DEBY","D2D83B3C","B2_CviMVPe_PlDNA_6__D793__D9ED7A3F","CviMVPe","PlDNA_6","B2_CviMVPe_PlDNA_6__D793__D9ED7A3F_261913_B2.CEL","Pass",0.95991,99.082,98.264,28.318,20.277,98.913,"Female",9.8,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.0404166230805155,0.0363798166155869
"124","E5_CviMVP_PlDNA_6_D799_2051A6AC","D799","2051A6AC","a95e4efb","CviMVPe_50140","27a90f22","gill","95% pure EtOH","E5","0d81cjug","aa7bee3f","DEBY","D2D83B3C","E5_CviMVPe_PlDNA_6__D799__2051A6AC","CviMVPe","PlDNA_6","E5_CviMVPe_PlDNA_6__D799__2051A6AC_261913_E5.CEL","Pass",0.96934,98.951,98.345,24.996,18.215,98.913,"Male",9,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",2,0.0404166230805155,0.0363798166155869
"125","A7_CviMVP_PlDNA_6_D800_5ED99B1F","D800","5ED99B1F","a95e4efb","CviMVPe_50134","c9e3e442","gill","95% pure EtOH","A7","pq6tbgh0","aa7bee3f","DEBY","D2D83B3C","A7_CviMVPe_PlDNA_6__D800__5ED99B1F","CviMVPe","PlDNA_6","A7_CviMVPe_PlDNA_6__D800__5ED99B1F_261913_A7.CEL","Pass",0.98113,99.068,98.442,27.036,19.141,98.913,"Female",9.5,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.0404166230805155,0.0363798166155869
"126","D1_CviMVP_PlDNA_6_D801_31F0D11D","D801","31F0D11D","a95e4efb","CviMVPe_50131","81a8cc92","gill","95% pure EtOH","D1","6zek4zs2","aa7bee3f","DEBY","D2D83B3C","D1_CviMVPe_PlDNA_6__D801__31F0D11D","CviMVPe","PlDNA_6","D1_CviMVPe_PlDNA_6__D801__31F0D11D_261913_D1.CEL","Pass",0.99764,99.009,98.417,27.516,19.558,98.913,"Female",9.8,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.0404166230805155,0.0363798166155869
"127","H5_CviMVP_PlDNA_6_D807_DAA1A356","D807","DAA1A356","a95e4efb","CviMVPe_50141","0e1bad4d","gill","95% pure EtOH","H5","e0brjaxp","aa7bee3f","DEBY","D2D83B3C","H5_CviMVPe_PlDNA_6__D807__DAA1A356","CviMVPe","PlDNA_6","H5_CviMVPe_PlDNA_6__D807__DAA1A356_261913_H5.CEL","Pass",0.9717,98.82,97.978,29.818,20.378,98.913,"Male",10.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",2,0.0404166230805155,0.0363798166155869
"128","F7_CviMVP_PlDNA_7_D813_85474216","D813","85474216","a95e4efb","CviMVPe_50148","66168477","gill","95% pure EtOH","F7","otdatl0d","c8d7e3a0","DEBY","D2D83B3C","F7_CviMVPe_PlDNA_7__D813__85474216","CviMVPe","PlDNA_7","F7_CviMVPe_PlDNA_7__D813__85474216_268692_F7.CEL","Pass",0.95519,99.272,98.574,26.205,18.785,99.105,"Male",11.2,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",4,0.0404166230805155,0.0363798166155869
"129","A4_CviMVP_PlDNA_6_D815_8F42E9B6","D815","8F42E9B6","a95e4efb","CviMVPe_50135","85c6e0d8","gill","95% pure EtOH","A4","1mqt1mfv","aa7bee3f","DEBY","D2D83B3C","A4_CviMVPe_PlDNA_6__D815__8F42E9B6","CviMVPe","PlDNA_6","A4_CviMVPe_PlDNA_6__D815__8F42E9B6_261913_A4.CEL","Pass",0.96226,99.097,98.456,28.23,19.366,98.913,"Female",8.3,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.0404166230805155,0.0363798166155869
"130","H3_CviMVP_PlDNA_7_D816_5F4FEE20","D816","5F4FEE20","a95e4efb","CviMVPe_50145","9aa39b38","gill","95% pure EtOH","H3","47m24ox2","c8d7e3a0","DEBY","D2D83B3C","H3_CviMVPe_PlDNA_7__D816__5F4FEE20","CviMVPe","PlDNA_7","H3_CviMVPe_PlDNA_7__D816__5F4FEE20_268692_H3.CEL","Pass",0.95519,99.388,98.691,29.352,20.208,99.105,"Male",9.6,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",2,0.0404166230805155,0.0363798166155869
"131","E4_CviMVP_PlDNA_7_D818_9FFB6260","D818","9FFB6260","a95e4efb","CviMVPe_50129","26459ada","gill","95% pure EtOH","E4","ijpeyxpb","c8d7e3a0","DEBY","D2D83B3C","E4_CviMVPe_PlDNA_7__D818__9FFB6260","CviMVPe","PlDNA_7","E4_CviMVPe_PlDNA_7__D818__9FFB6260_268692_E4.CEL","Pass",0.95283,98.951,98.564,28.143,20.004,99.105,"Female",9.4,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.0404166230805155,0.0363798166155869
"132","A8_CviMVP_PlDNA_6_D821_874DA7F5","D821","874DA7F5","a95e4efb","CviMVPe_50130","262c386a","gill","95% pure EtOH","A8","gcop61ax","aa7bee3f","DEBY","D2D83B3C","A8_CviMVPe_PlDNA_6__D821__874DA7F5","CviMVPe","PlDNA_6","A8_CviMVPe_PlDNA_6__D821__874DA7F5_261913_A8.CEL","Pass",0.91981,98.98,98.311,25.025,18.318,98.913,"Female",8.3,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.0404166230805155,0.0363798166155869
"133","B9_CviMVP_PlDNA_7_D823_DE6A9D1A","D823","DE6A9D1A","a95e4efb","CviMVPe_50109","223f3286","gill","95% pure EtOH","B9","rknpue43","c8d7e3a0","LOLA","0216C585","B9_CviMVPe_PlDNA_7__D823__DE6A9D1A","CviMVPe","PlDNA_7","B9_CviMVPe_PlDNA_7__D823__DE6A9D1A_268692_B9.CEL","Pass",0.94104,99.199,98.499,26.744,20.27,99.105,"Female",10.8,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.0404166230805155,0.0363798166155869
"134","E12_CviMVP_PlDNA_6_D829_F5766A54","D829","F5766A54","a95e4efb","CviMVPe_50117","ca1868a8","gill","95% pure EtOH","E12","r5557ek6","aa7bee3f","LOLA","0216C585","E12_CviMVPe_PlDNA_6__D829__F5766A54","CviMVPe","PlDNA_6","E12_CviMVPe_PlDNA_6__D829__F5766A54_261913_E12.CEL","Pass",0.91038,98.689,97.903,24.967,19.836,98.913,"Male",9.6,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",2,0.0404166230805155,0.0363798166155869
"135","B4_CviMVP_PlDNA_7_D833_1EB423F8","D833","1EB423F8","a95e4efb","CviMVPe_50106","b3bcbfea","gill","95% pure EtOH","B4","scpdltux","c8d7e3a0","LOLA","0216C585","B4_CviMVPe_PlDNA_7__D833__1EB423F8","CviMVPe","PlDNA_7","B4_CviMVPe_PlDNA_7__D833__1EB423F8_268692_B4.CEL","Pass",0.85613,99.097,98.227,24.516,19.206,99.105,"Female",10.6,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.0663366524250077,0.0518834000760056
"136","H4_CviMVP_PlDNA_6_D839_4971362E","D839","4971362E","a95e4efb","CviMVPe_50115","35f7d4ec","gill","95% pure EtOH","H4","mc2046sn","aa7bee3f","LOLA","0216C585","H4_CviMVPe_PlDNA_6__D839__4971362E","CviMVPe","PlDNA_6","H4_CviMVPe_PlDNA_6__D839__4971362E_261913_H4.CEL","Pass",0.90094,98.15,97.406,27.735,20.566,98.913,"Female",10.1,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.0663366524250077,0.0518834000760056
"137","F1_CviMVP_PlDNA_7_D841_614C49B4","D841","614C49B4","a95e4efb","CviMVPe_50119","fa412f92","gill","95% pure EtOH","F1","p052ul0o","c8d7e3a0","LOLA","0216C585","F1_CviMVPe_PlDNA_7__D841__614C49B4","CviMVPe","PlDNA_7","F1_CviMVPe_PlDNA_7__D841__614C49B4_268692_F1.CEL","Pass",0.86085,99.097,98.249,22.87,18.989,99.105,"Male",12.5,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",2,0.0663366524250077,0.0518834000760056
"138","A8_CviMVP_PlDNA_7_D843_15D4BAD1","D843","15D4BAD1","a95e4efb","CviMVPe_50123","a5876d03","gill","95% pure EtOH","A8","qsyogbsl","c8d7e3a0","LOLA","0216C585","A8_CviMVPe_PlDNA_7__D843__15D4BAD1","CviMVPe","PlDNA_7","A8_CviMVPe_PlDNA_7__D843__15D4BAD1_268692_A8.CEL","Pass",0.91274,98.747,97.757,27.371,20.241,99.105,"Male",9.5,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",2,0.0663366524250077,0.0518834000760056
"139","G8_CviMVP_PlDNA_7_D845_9E618C95","D845","9E618C95","a95e4efb","CviMVPe_50118","71fab246","gill","95% pure EtOH","G8","u1nech15","c8d7e3a0","LOLA","0216C585","G8_CviMVPe_PlDNA_7__D845__9E618C95","CviMVPe","PlDNA_7","G8_CviMVPe_PlDNA_7__D845__9E618C95_268692_G8.CEL","Pass",0.85377,99.257,98.327,23.875,19.176,99.105,"Male",10.1,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",2,0.0663366524250077,0.0518834000760056
"140","D6_CviMVP_PlDNA_7_D851_1D4ECC27","D851","1D4ECC27","a95e4efb","CviMVPe_50120","ae89c6c7","gill","95% pure EtOH","D6","c2hu695l","c8d7e3a0","LOLA","0216C585","D6_CviMVPe_PlDNA_7__D851__1D4ECC27","CviMVPe","PlDNA_7","D6_CviMVPe_PlDNA_7__D851__1D4ECC27_268692_D6.CEL","Pass",0.92217,99.184,98.334,26.526,19.91,99.105,"Male",11.7,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",3,0.0663366524250077,0.0518834000760056
"141","D4_CviMVP_PlDNA_6_D853_2FE9A127","D853","2FE9A127","a95e4efb","CviMVPe_50125","d912425e","gill","95% pure EtOH","D4","f8tg8zwg","aa7bee3f","LOLA","0216C585","D4_CviMVPe_PlDNA_6__D853__2FE9A127","CviMVPe","PlDNA_6","D4_CviMVPe_PlDNA_6__D853__2FE9A127_261913_D4.CEL","Pass",0.93868,98.645,97.717,24.326,18.795,98.913,"Male",10,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",3,0.0663366524250077,0.0518834000760056
"142","C5_CviMVP_PlDNA_6_D855_3C1385A6","D855","3C1385A6","a95e4efb","CviMVPe_50114","6c741099","gill","95% pure EtOH","C5","iexykwhy","aa7bee3f","LOLA","0216C585","C5_CviMVPe_PlDNA_6__D855__3C1385A6","CviMVPe","PlDNA_6","C5_CviMVPe_PlDNA_6__D855__3C1385A6_261913_C5.CEL","Pass",0.95519,98.762,97.803,24.443,19.086,98.913,"Female",10.5,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.0663366524250077,0.0518834000760056
"143","F11_CviMVP_PlDNA_6_D857_37BD5AEE","D857","37BD5AEE","a95e4efb","CviMVPe_50108","085c7bc0","gill","95% pure EtOH","F11","3g00w0fn","aa7bee3f","LOLA","0216C585","F11_CviMVPe_PlDNA_6__D857__37BD5AEE","CviMVPe","PlDNA_6","F11_CviMVPe_PlDNA_6__D857__37BD5AEE_261913_F11.CEL","Pass",0.94811,98.98,98.22,26.89,19.905,98.913,"Female",12.2,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.0663366524250077,0.0518834000760056
"144","F4_CviMVP_PlDNA_6_D858_89B0D25E","D858","89B0D25E","a95e4efb","CviMVPe_50127","4aaf0fa4","gill","95% pure EtOH","F4","cng0qeum","aa7bee3f","LOLA","0216C585","F4_CviMVPe_PlDNA_6__D858__89B0D25E","CviMVPe","PlDNA_6","F4_CviMVPe_PlDNA_6__D858__89B0D25E_261913_F4.CEL","Pass",0.95755,98.922,98.094,25.623,19.759,98.913,"Male",9.3,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",3,0.0663366524250077,0.0518834000760056
"145","G3_CviMVP_PlDNA_7_D859_B4C27F12","D859","B4C27F12","a95e4efb","CviMVPe_50112","0a571b43","gill","95% pure EtOH","G3","x915hd4p","c8d7e3a0","LOLA","0216C585","G3_CviMVPe_PlDNA_7__D859__B4C27F12","CviMVPe","PlDNA_7","G3_CviMVPe_PlDNA_7__D859__B4C27F12_268692_G3.CEL","Pass",0.89151,99.257,98.35,25.127,19.439,99.105,"Female",9.2,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.0663366524250077,0.0518834000760056
"146","E7_CviMVP_PlDNA_7_D863_DC93E8DB","D863","DC93E8DB","a95e4efb","CviMVPe_50124","366b7408","gill","95% pure EtOH","E7","nclek93p","c8d7e3a0","LOLA","0216C585","E7_CviMVPe_PlDNA_7__D863__DC93E8DB","CviMVPe","PlDNA_7","E7_CviMVPe_PlDNA_7__D863__DC93E8DB_268692_E7.CEL","Pass",0.91745,99.097,98.448,25.462,19.656,99.105,"Male",9.8,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",3,0.0663366524250077,0.0518834000760056
"147","D12_CviMVP_PlDNA_6_D865_4104CC2A","D865","4104CC2A","a95e4efb","CviMVPe_50126","228a4a34","gill","95% pure EtOH","D12","17p2ys8d","aa7bee3f","LOLA","0216C585","D12_CviMVPe_PlDNA_6__D865__4104CC2A","CviMVPe","PlDNA_6","D12_CviMVPe_PlDNA_6__D865__4104CC2A_261913_D12.CEL","Pass",0.9316,98.878,97.951,26.103,19.771,98.913,"Male",10.2,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",3,0.0663366524250077,0.0518834000760056
"148","B12_CviMVP_PlDNA_7_D867_41A34BEE","D867","41A34BEE","a95e4efb","CviMVPe_50107","2e624e53","gill","95% pure EtOH","B12","tb30jh1k","c8d7e3a0","LOLA","0216C585","B12_CviMVPe_PlDNA_7__D867__41A34BEE","CviMVPe","PlDNA_7","B12_CviMVPe_PlDNA_7__D867__41A34BEE_268692_B12.CEL","Pass",0.89387,98.864,98.298,25.04,19.23,99.105,"Female",11.3,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.0663366524250077,0.0518834000760056
"149","E4_CviMVP_PlDNA_6_D868_4CB28175","D868","4CB28175","a95e4efb","CviMVPe_50110","ad8e21d0","gill","95% pure EtOH","E4","i6g0x1ho","aa7bee3f","LOLA","0216C585","E4_CviMVPe_PlDNA_6__D868__4CB28175","CviMVPe","PlDNA_6","E4_CviMVPe_PlDNA_6__D868__4CB28175_261913_E4.CEL","Pass",0.91981,98.689,97.977,26.205,19.914,98.913,"Female",11.3,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.0663366524250077,0.0518834000760056
"150","H12_CviMVP_PlDNA_7_D870_23315E9D","D870","23315E9D","a95e4efb","CviMVPe_50122","7eceae93","gill","95% pure EtOH","H12","30pgvi2m","c8d7e3a0","LOLA","0216C585","H12_CviMVPe_PlDNA_7__D870__23315E9D","CviMVPe","PlDNA_7","H12_CviMVPe_PlDNA_7__D870__23315E9D_268692_H12.CEL","Pass",0.8467,99.024,98.23,23.409,18.665,99.105,"Male",9.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",2,0.0663366524250077,0.0518834000760056
"151","D2_CviMVP_PlDNA_7_D871_60d713f2","D871","60d713f2","a95e4efb","CviMVPe_50143","213b9fc2","gill","95% pure EtOH","D2","rxnmzj8s","c8d7e3a0","DEBY","D2D83B3C","D2_CviMVPe_PlDNA_7__D871__60d713f2","CviMVPe","PlDNA_7","D2_CviMVPe_PlDNA_7__D871__60d713f2_268692_D2.CEL","Pass",0.98113,99.446,98.742,29.395,19.875,99.105,"Male",9.3,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",5,0.0663366524250077,0.0518834000760056
"152","C10_CviMVP_PlDNA_7_D872_54094c41","D872","54094c41","a95e4efb","CviMVPe_50138","4719f164","gill","95% pure EtOH","C10","e41py6qf","c8d7e3a0","DEBY","D2D83B3C","C10_CviMVPe_PlDNA_7__D872__54094c41","CviMVPe","PlDNA_7","C10_CviMVPe_PlDNA_7__D872__54094c41_268692_C10.CEL","Pass",0.97877,99.301,98.748,27.487,19.225,99.105,"Female",9.8,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.0663366524250077,0.0518834000760056
"153","F6_CviMVP_PlDNA_7_D873_ccd5b61b","D873","ccd5b61b","a95e4efb","CviMVPe_50139","8c047a3b","gill","95% pure EtOH","F6","6p627odw","c8d7e3a0","DEBY","D2D83B3C","F6_CviMVPe_PlDNA_7__D873__ccd5b61b","CviMVPe","PlDNA_7","F6_CviMVPe_PlDNA_7__D873__ccd5b61b_268692_F6.CEL","Pass",0.90566,99.126,98.397,25.069,18.833,99.105,"Female",9.9,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.0663366524250077,0.0518834000760056
"154","G3_CviMVP_PlDNA_6_D874_82ad06ee","D874","82ad06ee","a95e4efb","CviMVPe_50128","cb0ca2ca","gill","95% pure EtOH","G3","m4znysrz","aa7bee3f","DEBY","D2D83B3C","G3_CviMVPe_PlDNA_6__D874__82ad06ee","CviMVPe","PlDNA_6","G3_CviMVPe_PlDNA_6__D874__82ad06ee_261913_G3.CEL","Pass",0.98821,98.893,98.345,27.283,19.52,98.913,"Female",10.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Yes",NA,0.0663366524250077,0.0518834000760056
