"method","biotic","sel","bag_site","event","pearson_surv","pearson_surv_pval","spearman_surv","spearman_surv_pval","kendall_surv","kendall_surv_pval","r2_surv","r2_surv_rank","pearson_len","pearson_len_pval","spearman_len","spearman_len_pval","kendall_len","kendall_len_pval","r2_len","r2_len_rank","signif_surv","signif_len"
"env_dist","b","sel","Lewisetta",2,-0.271104714256066,0.200055322569577,-0.28634678093354,0.174931413278229,-0.174422706157428,0.249551183213353,0.0734977660918632,0.0626723302779641,-0.42004848004077,0.0409938464750973,-0.451849966243751,0.0266491419649407,-0.273009453115974,0.0715054164448744,0.176440725584562,0.190908305245873,FALSE,FALSE
"env_dist","b","sel","Lewisetta",3,-0.386746086256457,0.0619131398445671,-0.296854919683395,0.158941848389552,-0.197173493917092,0.193043565108068,0.149572535234687,0.0970350404312669,-0.576412924514962,0.00319650390243448,-0.63048832499128,0.000957756801381716,-0.432264967433626,0.00432311122553148,0.332251859547891,0.496144367596788,FALSE,TRUE
"env_dist","b","sel","Lewisetta",4,-0.426022168236017,0.0379166479337511,-0.354649682807595,0.0890456105721906,-0.204757089836981,0.176474290774069,0.181494887828517,0.15843066786463,-0.556524667750203,0.00473754817059646,-0.748704885927145,2.57119738658338e-05,-0.515684522552395,0.000663440613357049,0.309719705814474,0.674297924297924,FALSE,TRUE
"env_dist","b","sel","YorkRiver",1,0.314866925452814,0.133977211546561,0.309990093120713,0.140438214768357,0.28817664495575,0.0571215639940019,0.0991411807441083,0.0579537324111614,0.235630131829959,0.267679574992946,0.244314225934121,0.249922981305448,0.159255514317652,0.29311395567331,0.0555215590262038,0.0982993197278911,FALSE,FALSE
"env_dist","b","sel","YorkRiver",2,0.294178940579196,0.162912293860845,0.233806087184266,0.271509109638674,0.227507877596645,0.13312848419606,0.0865412490802981,0.0877447425670775,0.236010934099736,0.266884468730275,0.102454352811083,0.63380063135401,0.0834195551187698,0.581847029291278,0.0557011610146299,0.0026954177897574,FALSE,FALSE
"env_dist","b","sel","YorkRiver",3,-0.131884708904193,0.539015709954909,-0.15762208124782,0.461984874704035,-0.091003151038658,0.548005572361309,0.0173935764427437,0.0743321718931475,-0.436086385582209,0.0331478682184121,-0.399309272494478,0.0532283640684802,-0.318511028635303,0.0354981313206625,0.190171335690155,0.335656213704994,FALSE,TRUE
"env_dist","b","sel","YorkRiver",4,-0.135791942964204,0.546812062847515,-0.149605910724477,0.50636458848507,-0.0770019465219051,0.628382195637517,0.0184394517739937,0.00328294443866182,-0.301167123289205,0.173193269680793,-0.354389666849235,0.105613006456922,-0.249123944629693,0.117372240762198,0.0907016361502956,0.158940650733532,FALSE,FALSE
"lea","nb","sel","Lewisetta",1,-0.292999314669994,0.164684441644674,-0.168130219997675,0.432271320487212,-0.121337534718211,0.423130558109633,0.085848598397086,0.0394217154780536,-0.201835644087571,0.34425738058413,-0.047286624374346,0.826329222288496,-0.0682523632789935,0.652304137211763,0.0407376272242446,0.00423472474289173,FALSE,FALSE
"lea","nb","sel","Lewisetta",2,-0.304077557603623,0.148566380076387,-0.152368011872893,0.47722897505791,-0.106170342878434,0.483380001354093,0.0924631610381848,0.00901706535509355,-0.421446484089722,0.040256660467417,-0.320498231870568,0.126785822902784,-0.235091473516533,0.120676307860416,0.177617138951588,0.0457177426324432,FALSE,FALSE
"lea","nb","sel","Lewisetta",3,-0.441752918203865,0.0306806999550897,-0.210162774997093,0.32428694204789,-0.128921130638099,0.394733526234106,0.195145640741631,0.0299490865528602,-0.523448719559075,0.0086655475166673,-0.478120313118388,0.0181194023992091,-0.333678220475079,0.0276120096503322,0.273998562008035,0.3358772557437,FALSE,TRUE
"lea","nb","sel","Lewisetta",4,-0.472659931147846,0.0196787165976383,-0.254822364683976,0.229483786644935,-0.136504726557987,0.367520738242143,0.223407410512687,0.0587002096436059,-0.43070368543086,0.0356351309766536,-0.638369429053671,0.000788478034683301,-0.462599351113178,0.00225947858886886,0.185505664643725,0.488400488400489,FALSE,TRUE
"lea","nb","sel","YorkRiver",1,-0.14053497632548,0.51247593445768,0.10770842218601,0.61640325682933,0.0834195551187698,0.581847029291278,0.0197500795708034,7.94975753239532e-05,0.00926722051735941,0.965719818320603,-0.0131351734373183,0.951425982837668,-0.0151671918397763,0.920244901471896,8.58813761173698e-05,0.00136054421768707,FALSE,FALSE
"lea","nb","sel","YorkRiver",2,-0.174823487266452,0.413896120139052,0.0183892428122457,0.932033890940699,0.0227507877596645,0.880616409651966,0.0305632517000035,0.00394811054709531,-0.0867378270732644,0.686945522754767,-0.118216560935865,0.582210210342314,-0.121337534718211,0.423130558109633,0.00752345064539154,0.0191674153938305,FALSE,FALSE
