"","site_name","offset_gf_af_lew","offset_gf_af_yrk"
"1","S1_LOLA",0.000227527962560013,0.00852576595719267
"2","S2_DEBY",0.00844968596863765,0.00052098455245389
"3","W1_TX",0.0163935132310921,0.0117393988739922
"4","W2_LA",0.00694552265981267,0.00915635649879034
"5","W3_FL",0.0192364769434145,0.0122463493366046
"6","W4_VA",0.0131624680514842,0.00645138734531897
"7","W5_NH",0.0141484241546741,0.00794061365310728
"8","W6_ME",0.0177695041044935,0.0171183878193244
