"","site_name","Latitude_manual","Longitude_manual","lew_go","yrk_go","lew_go_nb","yrk_go_nb"
"28","W1_TX",28.096,-97.174,0.0261325607859679,0.0374891038753072,0.027368950524598,0.0215562149427034
"29","W6_ME",44.02452236,-69.53203214,0.0597896316046476,0.0344451420486928,0.0502943026332735,0.0354763870516454
"30","W3_FL",30.44003,-81.43638,0.0302710966580234,0.0292525405704531,0.0308176064532835,0.0200024335618949
"31","W2_LA",29.239925,-90.911362,0.0132998801997829,0.0227041338471128,0.0135336453941645,0.0103800660401529
"32","W5_NH",43.053746,-70.911544,0.0345367372971326,0.026669970575742,0.0199791149615382,0.0154825815295279
"33","W4_VA",37.063817,-76.562783,0.0303088866557697,0.00473564610730793,0.0002637495341989,0.0011606857633304
"34","S1_LOLA",37.9803,-76.4619,0.000307519457795115,0.0160788017109814,0.000297085134776831,0.00271878161592926
"35","S2_DEBY",37.247284,-76.499369,0.0139746578995775,0.000346754678461672,0.0012639820063898,0.000272045675803799
