"pearson_surv","pearson_surv_pval","spearman_surv","spearman_surv_pval","kendall_surv","kendall_surv_pval","r2_surv","pearson_len","pearson_len_pval","spearman_len","spearman_len_pval","kendall_len","kendall_len_pval","r2_len","method","biotic","bag_site","event","signif_surv","signif_len"
-0.31144528798041,0.13848745943649,-0.260076434058903,0.219691538241618,-0.227507877596645,0.13312848419606,0.0969981674052006,-0.53451869582804,0.00712696265317122,-0.575320596554543,0.00326841470806681,-0.45501575519329,0.00266668179361409,0.285710236189709,"gf_af","nb","YorkRiver",3,FALSE,TRUE
-0.25526710128343,0.251571603633821,-0.223555600436195,0.317265295073711,-0.176651524373782,0.266841853201803,0.0651612929976449,-0.470813739352972,0.0269986888806752,-0.538695047361518,0.00969052620884539,-0.385009732609525,0.0155194025087916,0.221665577163529,"gf_af","nb","YorkRiver",4,FALSE,TRUE
-0.137894651849631,0.520508932414836,-0.0893191793737647,0.678109058985913,-0.0530851714392172,0.726009770673111,0.0190149350087309,-0.131760985266885,0.53939989344613,0.031524416249564,0.883740672404498,0,1,0.0173609572385002,"gf_geno","nb","Lewisetta",1,FALSE,FALSE
-0.0975794046664785,0.650113035071563,-0.00525406937492734,0.980561006526135,-0.0379179795994408,0.802345236467723,0.00952174021506437,-0.226116927350788,0.288033920108241,-0.183892428122457,0.389699417309092,-0.136504726557987,0.367520738242143,0.0511288648345615,"gf_geno","nb","Lewisetta",2,FALSE,FALSE
-0.148967778626932,0.487228963961908,-0.0446595896868824,0.835846060568692,-0.0606687673591053,0.68878759166932,0.0221913990690425,-0.30309884936225,0.149943389466341,-0.309990093120713,0.140438214768357,-0.265425857196086,0.079740865817891,0.0918689124847198,"gf_geno","nb","Lewisetta",3,FALSE,FALSE
-0.159369073043676,0.456972817480533,-0.0683029018740554,0.751150957709325,-0.0682523632789935,0.652304137211763,0.0253985014428006,-0.189085440256345,0.376212730084922,-0.417698515306723,0.0422569231792971,-0.379179795994408,0.0123100015412109,0.0357533037169357,"gf_geno","nb","Lewisetta",4,FALSE,TRUE
0.16198956486789,0.44950831076058,0.291600850308467,0.166802778555693,0.182006302077316,0.22955621387892,0.0262406191260885,-0.250735493430318,0.237297291184622,-0.391428168432087,0.0585575778553214,-0.204757089836981,0.176474290774069,0.0628682876657452,"gf_geno","nb","YorkRiver",1,FALSE,FALSE
0.111749645015321,0.603156253391831,0.178638358747529,0.403618672886538,0.121337534718211,0.423130558109633,0.0124879831610502,-0.185560922705803,0.385336707243414,-0.309990093120713,0.140438214768357,-0.174422706157428,0.249551183213353,0.0344328560354291,"gf_geno","nb","YorkRiver",2,FALSE,FALSE
-0.240957226057312,0.256694035788991,-0.210162774997093,0.32428694204789,-0.151671918397763,0.316704823946919,0.0580603847892348,-0.675053962266351,0.000295887128228047,-0.662012741240845,0.000425542042325784,-0.500517330712619,0.000952707078402692,0.4556978519715,"gf_geno","nb","YorkRiver",3,FALSE,TRUE
-0.257192026230502,0.24789019616447,-0.229244038106327,0.304781176227632,-0.149474366777816,0.347453842604331,0.0661477383565513,-0.521859452534197,0.0127344757599222,-0.645637675560003,0.00117324962576107,-0.484659310461402,0.00231610658139485,0.272337288199292,"gf_geno","nb","YorkRiver",4,FALSE,TRUE
-0.278111408507691,0.188218532335474,-0.141859873123038,0.508467813841803,-0.128921130638099,0.394733526234106,0.0773459555421317,-0.202744423000298,0.342043170866659,-0.126097664998256,0.557120652432312,-0.106170342878434,0.483380001354093,0.0411053010577237,"rda","nb","Lewisetta",1,FALSE,FALSE
-0.220663480060152,0.300127839371256,-0.0262703468746367,0.903019284199732,-0.0227507877596645,0.880616409651966,0.0486923714322572,-0.379138876814729,0.0676780472008342,-0.278465676871149,0.187633101907925,-0.212340685756869,0.160988931812515,0.143746287912334,"rda","nb","Lewisetta",2,FALSE,FALSE
-0.33650154098239,0.107878670517446,-0.10770842218601,0.61640325682933,-0.0606687673591053,0.68878759166932,0.113233287083523,-0.276915689326282,0.190203711138782,-0.231179052496803,0.277085495255525,-0.144088322477875,0.341508070282769,0.0766822989950496,"rda","nb","Lewisetta",3,FALSE,FALSE
-0.326820066217421,0.11905017365057,-0.115589526248401,0.590680933005546,-0.0530851714392172,0.726009770673111,0.106811355682359,-0.180057661606161,0.399831607859861,-0.344141544057741,0.0996229135062935,-0.242675069436421,0.109154778516566,0.0324207615030786,"rda","nb","Lewisetta",4,FALSE,FALSE
0.0894995616742328,0.677493095912274,0.23643312187173,0.266004717961956,0.151671918397763,0.316704823946919,0.00801017153987979,-0.173781713310365,0.41672751635103,-0.0367784856244914,0.864525879105531,-0.0530851714392172,0.726009770673111,0.0302000838810857,"rda","nb","YorkRiver",1,FALSE,FALSE
-0.00260787811074623,0.990350709614292,0.160249115935284,0.454458810485496,0.091003151038658,0.548005572361309,6.80102824050914e-06,-0.166558379236029,0.436649265490211,-0.149740977185429,0.484945810549895,-0.159255514317652,0.29311395567331,0.0277416936937327,"rda","nb","YorkRiver",2,FALSE,FALSE
-0.365594513196459,0.0789470183212289,-0.307363058433249,0.144009480991668,-0.212340685756869,0.160988931812515,0.133659348079356,-0.63480197475169,0.000861603931510831,-0.559558388429761,0.00446849817594389,-0.409514179673961,0.00686379498544903,0.402973547148646,"rda","nb","YorkRiver",3,FALSE,TRUE
-0.409909408913417,0.0581393365339765,-0.356665041917288,0.10323671810714,-0.258182997161682,0.104623423288806,0.168025723515747,-0.274814809952345,0.215806297533301,-0.289541477409728,0.191211230245245,-0.19476962943776,0.220858540896306,0.0755231797691437,"rda","nb","YorkRiver",4,FALSE,FALSE
-0.107896750844967,0.615783291100054,-0.144486907810502,0.500565893021111,-0.121337534718211,0.423130558109633,0.0116417088429009,-0.0723488924669341,0.736904560494597,-0.031524416249564,0.883740672404498,-0.0682523632789935,0.652304137211763,0.00523436224119198,"env_dist","nb","Lewisetta",1,FALSE,FALSE
-0.0883956846614975,0.681265703287884,-0.070929936561519,0.74189156648298,-0.106170342878434,0.483380001354093,0.00781379706677487,-0.246457520807279,0.245661223246938,-0.278465676871149,0.187633101907925,-0.204757089836981,0.176474290774069,0.0607413095624702,"env_dist","nb","Lewisetta",2,FALSE,FALSE
-0.195971354796843,0.358749122564137,-0.120843595623329,0.57379267840785,-0.128921130638099,0.394733526234106,0.03840477190091,-0.377766106705907,0.0687606737449075,-0.417698515306723,0.0422569231792971,-0.333678220475079,0.0276120096503322,0.142707231375739,"env_dist","nb","Lewisetta",3,FALSE,TRUE
-0.235181464065092,0.268618323288511,-0.165503185310211,0.439601496767015,-0.136504726557987,0.367520738242143,0.0553103210398002,-0.314013464005968,0.135092183398874,-0.559558388429761,0.00446849817594389,-0.447432159273402,0.00313994745503096,0.0986044555770277,"env_dist","nb","Lewisetta",4,FALSE,TRUE
0.205081795094531,0.336387273835567,0.228552017809339,0.282733898016142,0.219924281676757,0.146552800110555,0.0420585426791951,0.100859562188006,0.639119346761043,0.102454352811083,0.63380063135401,0.091003151038658,0.548005572361309,0.0101726512847563,"env_dist","nb","YorkRiver",1,FALSE,FALSE
0.175882278577972,0.411029353503804,0.131351734373183,0.540671596799539,0.159255514317652,0.29311395567331,0.0309345759177794,0.109571499097776,0.610281379722369,-0.0210162774997094,0.922351223730367,0.0151671918397763,0.920244901471896,0.012005913414534,"env_dist","nb","YorkRiver",2,FALSE,FALSE
-0.215631141978201,0.311562788177353,-0.204908705622166,0.336804180817266,-0.159255514317652,0.29311395567331,0.0464967893908229,-0.501488034083182,0.0125384232328642,-0.467612174368533,0.0212153984366233,-0.386763391914297,0.0106740181183137,0.251490248328615,"env_dist","nb","YorkRiver",3,FALSE,TRUE
-0.192263649886097,0.391336847590534,-0.189424974415402,0.398500376264968,-0.131356261713838,0.408999321706926,0.0369653110675236,-0.414884817538063,0.0548640733452238,-0.470433795319932,0.0271393398246802,-0.303478259821626,0.05644942712165,0.172129411823592,"env_dist","nb","YorkRiver",4,FALSE,TRUE
