"","site_name","Latitude_manual","Longitude_manual","lew_go_adapt","yrk_go_adapt","lew_go_adapt_nb","yrk_go_adapt_nb"
"28","W1_TX",28.096,-97.174,0.0564410370900696,0.108720851905482,0.0738338251537606,0.0629771313266153
"29","W6_ME",44.02452236,-69.53203214,0.222673435337587,0.11125143863138,0.172419250883882,0.13098763401693
"30","W3_FL",30.44003,-81.43638,0.0803433110803342,0.0937276295839265,0.0573455743265133,0.0452265314211171
"31","W2_LA",29.239925,-90.911362,0.0304110373423167,0.0760684862877982,0.0364953767835567,0.0351644125510499
"32","W5_NH",43.053746,-70.911544,0.113171238492962,0.054304589036473,0.0641784752202028,0.042370791623781
"33","W4_VA",37.063817,-76.562783,0.0697346378235134,0.0106373123021687,0.000359729241665836,0.00282873518352595
"34","S1_LOLA",37.9803,-76.4619,0.00118466250466819,0.0358353068161272,0.0010000866213503,0.00416240329565466
"35","S2_DEBY",37.247284,-76.499369,0.0329833039452194,0.00120651948287077,0.00230192290129896,0.000590294235960415
