"","dataset","site_name","download_date","source_description","lat","lon","2003","2025","Mean_Annual_Temperature_C","Mean_max_temperature_C","Mean_min_temperature_C","temp_quantile_10","temp_quantile_90","Temperature_st_dev","high_temp_stress_days","frac_high_temp_stress_days","Temperature_n","Temperature_years"
"10%","sea","S2_DEBY",2025-10-14,"KCB hatchery in Coan River as part of CBNERR water quality monitoring, comes from Willy Reay",37.9803,-76.4619,2003,2025,17.0661889210695,30.7965652173913,3.30982608695652,6.51,27.441,8.05718125753353,271,0.0358323416633611,713679,23
