"","dataset","site_name","download_date","source_description","lat","lon","2014","2024","Mean_Annual_Salinity_ppt","Mean_max_Salinity_ppt","Mean_min_Salinity_ppt","salinity_quantile_10","salinity_quantile_90","Salinity_st_dev","Salinity_n","Salinity_years"
"10%","sea","S1_LOLA",2025-10-14,"KCB hatchery in Coan River as part of CBNERR water quality monitoring, comes from Willy Reay",37.9803,-76.4619,2014,2024,NA,16.8683423235733,7.6370784776358,NA,NA,NA,3158,11
