"site_name","lat","long","lea_lew","lea_yrk","lea_lew_nobio","lea_yrk_nobio","rda_lew","rda_yrk","rda_lew_nobio","rda_yrk_nobio","gf_lew","gf_yrk","gf_lew_nobio","gf_yrk_nobio","dist_lew","dist_yrk","dist_lew_nobio","dist_yrk_nobio"
"S1_LOLA",37.9803,-76.4619,0.000303972943635624,0.0100388234149517,0.000299402769589412,0.00272321840406669,0.149907937918291,1.36174363214375,0.173544646151256,0.518199014484334,0.00308747357888354,0.0162435278822557,0.00294286198410697,0.0204308375799483,0.2657,2.5539,0.2657,1.3159
"S2_DEBY",37.247284,-76.499369,0.0047034229440067,0.0010577797668131,0.00127377425774127,0.000273115069291735,1.19765308357903,0.302372863247946,0.72147891149035,0.0486327250938479,0.0155901708223334,0.00276850347929953,0.0201006969931107,0.00154847305021278,1.8429,0.9337,1.1115,0.2361
"W1_TX",28.096,-97.174,0.025794572209006,0.0308437317007274,0.0270735880902978,0.021341130469861,0.798584791184074,2.16504904924423,1.07883021175247,1.69730569095873,0.0239389820639159,0.0319720521270518,0.0288409968548906,0.0375678470966007,3.7783,3.5449,3.6077,2.9877
"W2_LA",29.239925,-90.911362,0.012279732254515,0.0153692474943304,0.0132938675436683,0.0102198644050288,1.72185849339114,3.19071297509254,1.9871007429285,2.64648170934009,0.0226610790844192,0.031961658160894,0.0256015170812804,0.0366443747404352,2.3424,3.2735,2.3386,2.4885
"W3_FL",30.44003,-81.43638,0.0329039813786697,0.0184608024939688,0.0307008979946692,0.0199149639009399,0.972621662868816,0.799806875568456,0.689449450636334,0.486313079481431,0.0261384638342263,0.0190126562754271,0.0344388109158729,0.0235478288737011,4.6269,3.7471,4.1111,3.05
"W4_VA",37.14888,-76.63554,0.000724772308286595,0.00505103632741295,0.000265629339121498,0.00116977428921876,0.480664885212327,1.01944878879161,0.296437178708254,0.380051433835856,0.00909473285769877,0.0081325698881317,0.0116848786829125,0.00888162395680349,0.7537,1.8192,0.5053,0.755
"W5_NH",43.053746,-70.911544,0.0314425939948501,0.0174623975306959,0.0203041967544359,0.0157484279126519,1.98729379405037,0.49230744787612,0.861573583382053,0.224501701607739,0.019536030042375,0.0189162455717594,0.0165890315503524,0.0240420637656415,3.8214,1.9358,2.1252,1.5757
"W6_ME",44.02452236,-69.53203214,0.0528888949189674,0.0373292737367246,0.0510611802644771,0.0360538622064682,3.1957268334097,1.72934604762207,3.29268583502558,2.62360472482773,0.0313863078932437,0.0197816150131795,0.0381507898707954,0.0226567971305934,4.4362,3.8031,4.2396,3.1855
