"","site2","order2","site1","order1","dist"
"1","Lewisetta",0,"W6_ME",9,4.1652
"2","Lewisetta",0,"W1_TX",2,3.545
"3","Lewisetta",0,"W5_NH",8,2.8934
"4","Lewisetta",0,"W2_LA",3,2.0005
"5","Lewisetta",0,"YorkRiver",1,3.5845
"6","Lewisetta",0,"W4_VA",5,5.3372
"7","Lewisetta",0,"Lewisetta",0,0
"8","Lewisetta",0,"W3_FL",4,4.4165
"9","W1_TX",2,"W4_VA",5,5.9696
"10","W1_TX",2,"W6_ME",9,4.9574
"11","W1_TX",2,"W1_TX",2,0
"12","W1_TX",2,"W3_FL",4,2.4824
"13","W1_TX",2,"Lewisetta",0,3.545
"14","W1_TX",2,"W5_NH",8,3.0619
"15","W1_TX",2,"YorkRiver",1,4.293
"16","W1_TX",2,"W2_LA",3,2.6856
"17","W2_LA",3,"W2_LA",3,0
"18","W2_LA",3,"W6_ME",9,5.1293
"19","W2_LA",3,"W1_TX",2,2.6856
"20","W2_LA",3,"W3_FL",4,4.0369
"21","W2_LA",3,"YorkRiver",1,4.0773
"22","W2_LA",3,"W5_NH",8,3.5684
"23","W2_LA",3,"W4_VA",5,5.7735
"24","W2_LA",3,"Lewisetta",0,2.0005
"25","W3_FL",4,"Lewisetta",0,4.4165
"26","W3_FL",4,"W5_NH",8,3.587
"27","W3_FL",4,"W2_LA",3,4.0369
"28","W3_FL",4,"W4_VA",5,6.0496
"29","W3_FL",4,"W6_ME",9,4.6307
"30","W3_FL",4,"W3_FL",4,0
"31","W3_FL",4,"W1_TX",2,2.4824
"32","W3_FL",4,"YorkRiver",1,4.4801
"33","W4_VA",5,"W4_VA",5,0
"34","W4_VA",5,"Lewisetta",0,5.3372
"35","W4_VA",5,"W3_FL",4,6.0496
"36","W4_VA",5,"YorkRiver",1,2.1527
"37","W4_VA",5,"W1_TX",2,5.9696
"38","W4_VA",5,"W5_NH",8,5.1378
"39","W4_VA",5,"W6_ME",9,6.83
"40","W4_VA",5,"W2_LA",3,5.7735
"41","W5_NH",8,"W5_NH",8,0
"42","W5_NH",8,"W3_FL",4,3.587
"43","W5_NH",8,"W1_TX",2,3.0619
"44","W5_NH",8,"YorkRiver",1,3.7321
"45","W5_NH",8,"W6_ME",9,4.1482
"46","W5_NH",8,"W2_LA",3,3.5684
"47","W5_NH",8,"W4_VA",5,5.1378
"48","W5_NH",8,"Lewisetta",0,2.8934
"49","W6_ME",9,"W2_LA",3,5.1293
"50","W6_ME",9,"W3_FL",4,4.6307
"51","W6_ME",9,"W6_ME",9,0
"52","W6_ME",9,"W5_NH",8,4.1482
"53","W6_ME",9,"W1_TX",2,4.9574
"54","W6_ME",9,"W4_VA",5,6.83
"55","W6_ME",9,"Lewisetta",0,4.1652
"56","W6_ME",9,"YorkRiver",1,4.8952
"57","YorkRiver",1,"W5_NH",8,3.7321
"58","YorkRiver",1,"W6_ME",9,4.8952
"59","YorkRiver",1,"Lewisetta",0,3.5845
"60","YorkRiver",1,"W2_LA",3,4.0773
"61","YorkRiver",1,"W1_TX",2,4.293
"62","YorkRiver",1,"YorkRiver",1,0
"63","YorkRiver",1,"W4_VA",5,2.1527
"64","YorkRiver",1,"W3_FL",4,4.4801
