"","site_name","merge_ID_inds","Label_ind","Key_ind","SiteDate_Key","Mean_max_Salinity_ppt","Mean_min_Salinity_ppt","Mean_max_temperature_C","Mean_min_temperature_C","max_sal_scaled","min_sal_scaled","max_temp_scaled","min_temp_scaled"
"121","W5-NH","E10_CviMVP_PlDNA_6_D319_3B059592","D319","3B059592","899DC1AC",30.0444444444444,1.14444444444444,27.162962962963,2.54814814814815,0.443333919751839,-1.37339768099623,-0.395331399402499,-0.842329988963797
"122","W5-NH","D9_CviMVP_PlDNA_7_D320_EEBADDCF","D320","EEBADDCF","899DC1AC",30.0444444444444,1.14444444444444,27.162962962963,2.54814814814815,0.443333919751839,-1.37339768099623,-0.395331399402499,-0.842329988963797
"123","W5-NH","H3_CviMVP_PlDNA_6_D322_388C7673","D322","388C7673","899DC1AC",30.0444444444444,1.14444444444444,27.162962962963,2.54814814814815,0.443333919751839,-1.37339768099623,-0.395331399402499,-0.842329988963797
"124","W5-NH","D11_CviMVP_PlDNA_7_D325_03AC15C0","D325","03AC15C0","899DC1AC",30.0444444444444,1.14444444444444,27.162962962963,2.54814814814815,0.443333919751839,-1.37339768099623,-0.395331399402499,-0.842329988963797
"125","W5-NH","B1_CviMVP_PlDNA_6_D326_B2C680F2","D326","B2C680F2","899DC1AC",30.0444444444444,1.14444444444444,27.162962962963,2.54814814814815,0.443333919751839,-1.37339768099623,-0.395331399402499,-0.842329988963797
"126","W5-NH","F10_CviMVP_PlDNA_6_D327_E961D7BE","D327","E961D7BE","899DC1AC",30.0444444444444,1.14444444444444,27.162962962963,2.54814814814815,0.443333919751839,-1.37339768099623,-0.395331399402499,-0.842329988963797
"127","W5-NH","E6_CviMVP_PlDNA_6_D328_A5BAB1A1","D328","A5BAB1A1","899DC1AC",30.0444444444444,1.14444444444444,27.162962962963,2.54814814814815,0.443333919751839,-1.37339768099623,-0.395331399402499,-0.842329988963797
"128","W5-NH","B7_CviMVP_PlDNA_6_D329_BA5E43FC","D329","BA5E43FC","899DC1AC",30.0444444444444,1.14444444444444,27.162962962963,2.54814814814815,0.443333919751839,-1.37339768099623,-0.395331399402499,-0.842329988963797
"129","W5-NH","C6_CviMVP_PlDNA_6_D332_B407AD59","D332","B407AD59","899DC1AC",30.0444444444444,1.14444444444444,27.162962962963,2.54814814814815,0.443333919751839,-1.37339768099623,-0.395331399402499,-0.842329988963797
"130","W5-NH","G8_CviMVP_PlDNA_6_D340_6C22F083","D340","6C22F083","899DC1AC",30.0444444444444,1.14444444444444,27.162962962963,2.54814814814815,0.443333919751839,-1.37339768099623,-0.395331399402499,-0.842329988963797
"131","W5-NH","C9_CviMVP_PlDNA_6_D342_5AF53340","D342","5AF53340","899DC1AC",30.0444444444444,1.14444444444444,27.162962962963,2.54814814814815,0.443333919751839,-1.37339768099623,-0.395331399402499,-0.842329988963797
"132","W5-NH","H12_CviMVP_PlDNA_6_D344_57950236","D344","57950236","899DC1AC",30.0444444444444,1.14444444444444,27.162962962963,2.54814814814815,0.443333919751839,-1.37339768099623,-0.395331399402499,-0.842329988963797
"133","W5-NH","F1_CviMVP_PlDNA_6_D345_752FD02E","D345","752FD02E","899DC1AC",30.0444444444444,1.14444444444444,27.162962962963,2.54814814814815,0.443333919751839,-1.37339768099623,-0.395331399402499,-0.842329988963797
"134","W5-NH","E3_CviMVP_PlDNA_6_D349_3100BFA1","D349","3100BFA1","899DC1AC",30.0444444444444,1.14444444444444,27.162962962963,2.54814814814815,0.443333919751839,-1.37339768099623,-0.395331399402499,-0.842329988963797
"135","W6-ME","H9_CviMVP_PlDNA_7_D193_75D2DB84","D193","75D2DB84","204B8C0D",31.5042857142857,8.74142857142857,23.46,4.02142857142857,0.674665094515788,0.0431574070252953,-1.46053653372179,-0.359987743053272
"136","W6-ME","F7_CviMVP_PlDNA_6_D195_E69D86F1","D195","E69D86F1","204B8C0D",31.5042857142857,8.74142857142857,23.46,4.02142857142857,0.674665094515788,0.0431574070252953,-1.46053653372179,-0.359987743053272
"137","W6-ME","C11_CviMVP_PlDNA_7_D197_03F66240","D197","03F66240","204B8C0D",31.5042857142857,8.74142857142857,23.46,4.02142857142857,0.674665094515788,0.0431574070252953,-1.46053653372179,-0.359987743053272
"138","W6-ME","G2_CviMVP_PlDNA_6_D200_33092739","D200","33092739","204B8C0D",31.5042857142857,8.74142857142857,23.46,4.02142857142857,0.674665094515788,0.0431574070252953,-1.46053653372179,-0.359987743053272
"139","W6-ME","G2_CviMVP_PlDNA_7_D204_39ED1A0F","D204","39ED1A0F","204B8C0D",31.5042857142857,8.74142857142857,23.46,4.02142857142857,0.674665094515788,0.0431574070252953,-1.46053653372179,-0.359987743053272
"140","W6-ME","G7_CviMVP_PlDNA_6_D205_13EC75B4","D205","13EC75B4","204B8C0D",31.5042857142857,8.74142857142857,23.46,4.02142857142857,0.674665094515788,0.0431574070252953,-1.46053653372179,-0.359987743053272
"141","W6-ME","H5_CviMVP_PlDNA_7_D206_4496A68D","D206","4496A68D","204B8C0D",31.5042857142857,8.74142857142857,23.46,4.02142857142857,0.674665094515788,0.0431574070252953,-1.46053653372179,-0.359987743053272
"142","W6-ME","H10_CviMVP_PlDNA_7_D208_36F17A38","D208","36F17A38","204B8C0D",31.5042857142857,8.74142857142857,23.46,4.02142857142857,0.674665094515788,0.0431574070252953,-1.46053653372179,-0.359987743053272
"143","W6-ME","G6_CviMVP_PlDNA_7_D210_DD095BEA","D210","DD095BEA","204B8C0D",31.5042857142857,8.74142857142857,23.46,4.02142857142857,0.674665094515788,0.0431574070252953,-1.46053653372179,-0.359987743053272
"144","W6-ME","C7_CviMVP_PlDNA_7_D218_5D337335","D218","5D337335","204B8C0D",31.5042857142857,8.74142857142857,23.46,4.02142857142857,0.674665094515788,0.0431574070252953,-1.46053653372179,-0.359987743053272
"145","W6-ME","B7_CviMVP_PlDNA_7_D219_5D244A9A","D219","5D244A9A","204B8C0D",31.5042857142857,8.74142857142857,23.46,4.02142857142857,0.674665094515788,0.0431574070252953,-1.46053653372179,-0.359987743053272
"146","W6-ME","B12_CviMVP_PlDNA_6_D223_FC050DC6","D223","FC050DC6","204B8C0D",31.5042857142857,8.74142857142857,23.46,4.02142857142857,0.674665094515788,0.0431574070252953,-1.46053653372179,-0.359987743053272
"147","W6-ME","F11_CviMVP_PlDNA_7_D227_C01C6364","D227","C01C6364","204B8C0D",31.5042857142857,8.74142857142857,23.46,4.02142857142857,0.674665094515788,0.0431574070252953,-1.46053653372179,-0.359987743053272
"148","W6-ME","D9_CviMVP_PlDNA_6_D230_37602BDA","D230","37602BDA","204B8C0D",31.5042857142857,8.74142857142857,23.46,4.02142857142857,0.674665094515788,0.0431574070252953,-1.46053653372179,-0.359987743053272
"149","W6-ME","B6_CviMVP_PlDNA_7_D234_ABAFF92F","D234","ABAFF92F","204B8C0D",31.5042857142857,8.74142857142857,23.46,4.02142857142857,0.674665094515788,0.0431574070252953,-1.46053653372179,-0.359987743053272
"150","W6-ME","B10_CviMVP_PlDNA_6_D240_FAFC393A","D240","FAFC393A","204B8C0D",31.5042857142857,8.74142857142857,23.46,4.02142857142857,0.674665094515788,0.0431574070252953,-1.46053653372179,-0.359987743053272
"151","W6-ME","H8_CviMVP_PlDNA_7_D241_46365F0E","D241","46365F0E","204B8C0D",31.5042857142857,8.74142857142857,23.46,4.02142857142857,0.674665094515788,0.0431574070252953,-1.46053653372179,-0.359987743053272
"152","W6-ME","A1_CviMVP_PlDNA_7_D245_AD01D66D","D245","AD01D66D","204B8C0D",31.5042857142857,8.74142857142857,23.46,4.02142857142857,0.674665094515788,0.0431574070252953,-1.46053653372179,-0.359987743053272
"153","W6-ME","C8_CviMVP_PlDNA_7_D246_E361C823","D246","E361C823","204B8C0D",31.5042857142857,8.74142857142857,23.46,4.02142857142857,0.674665094515788,0.0431574070252953,-1.46053653372179,-0.359987743053272
"154","W6-ME","F5_CviMVP_PlDNA_6_D249_FA1D23BA","D249","FA1D23BA","204B8C0D",31.5042857142857,8.74142857142857,23.46,4.02142857142857,0.674665094515788,0.0431574070252953,-1.46053653372179,-0.359987743053272
