"","dataset","site_name","download_date","source_description","lat","lon","2022","2025","Mean_Annual_Salinity_ppt","Mean_max_Salinity_ppt","Mean_min_Salinity_ppt","salinity_quantile_10","salinity_quantile_90","Salinity_st_dev","Salinity_n","Salinity_years"
"10%","exp","YRK",2025-10-14,"KCB hatchery in Coan River as part of CBNERR water quality monitoring, comes from Willy Reay",37.9803,-76.4619,2022,2025,19.994075571973,24.7,15.8633333333333,15.76,22.8,2.48449645817352,68491,3
