#YY MM DD hh mm DEPTH OTMP COND SAL O2% O2PPM CLCON TURB PH EH
2015 01 01 00 00 1.0 5.90 999.00 15.80 999.0 99.00 6.60 2 99.00 99.00
2015 01 01 01 00 1.0 5.80 999.00 15.40 999.0 99.00 6.30 2 99.00 99.00
2015 01 01 02 00 1.0 5.80 999.00 15.40 999.0 99.00 6.80 2 99.00 99.00
2015 01 01 03 00 1.0 5.80 999.00 15.40 999.0 99.00 6.60 2 99.00 99.00
2015 01 01 04 00 1.0 5.80 999.00 15.40 999.0 99.00 6.40 2 99.00 99.00
2015 01 01 05 00 1.0 5.80 999.00 15.60 999.0 99.00 6.00 2 99.00 99.00
2015 01 01 06 00 1.0 5.80 999.00 15.70 999.0 99.00 5.80 2 99.00 99.00
2015 01 01 07 00 1.0 5.90 999.00 15.80 999.0 99.00 5.80 2 99.00 99.00
2015 01 01 08 00 1.0 5.90 999.00 15.90 999.0 99.00 5.90 2 99.00 99.00
2015 01 01 09 00 1.0 5.90 999.00 15.90 999.0 99.00 6.00 2 99.00 99.00
2015 01 01 10 00 1.0 5.80 999.00 15.90 999.0 99.00 6.20 2 99.00 99.00
2015 01 01 11 00 1.0 5.80 999.00 15.90 999.0 99.00 6.30 2 99.00 99.00
2015 01 01 12 00 1.0 5.90 999.00 15.90 999.0 99.00 6.00 2 99.00 99.00
2015 01 01 13 00 1.0 5.70 999.00 15.80 999.0 99.00 5.60 2 99.00 99.00
2015 01 01 14 00 1.0 5.50 999.00 15.70 999.0 99.00 2.90 2 99.00 99.00
2015 01 01 15 00 1.0 5.60 999.00 15.80 999.0 99.00 2.50 2 99.00 99.00
2015 01 01 16 00 1.0 5.50 999.00 15.70 999.0 99.00 2.30 2 99.00 99.00
2015 01 01 17 00 1.0 5.70 999.00 15.80 999.0 99.00 2.40 2 99.00 99.00
2015 01 01 18 00 1.0 5.80 999.00 15.80 999.0 99.00 2.20 2 99.00 99.00
2015 01 01 19 00 1.0 5.80 999.00 15.70 999.0 99.00 2.30 2 99.00 99.00
2015 01 01 20 00 1.0 5.90 999.00 15.90 999.0 99.00 2.70 2 99.00 99.00
2015 01 01 21 00 1.0 5.90 999.00 15.80 999.0 99.00 4.50 2 99.00 99.00
2015 01 01 22 00 1.0 5.80 999.00 15.80 999.0 99.00 6.20 2 99.00 99.00
2015 01 01 23 00 1.0 5.80 999.00 15.80 999.0 99.00 6.50 2 99.00 99.00
2015 01 02 00 00 1.0 5.80 999.00 15.80 999.0 99.00 6.70 2 99.00 99.00
2015 01 02 01 00 1.0 5.70 999.00 15.80 999.0 99.00 6.50 2 99.00 99.00
2015 01 02 02 00 1.0 5.70 999.00 15.80 999.0 99.00 6.40 2 99.00 99.00
2015 01 02 03 00 1.0 5.70 999.00 15.80 999.0 99.00 6.20 2 99.00 99.00
2015 01 02 04 00 1.0 5.70 999.00 15.80 999.0 99.00 6.30 2 99.00 99.00
2015 01 02 05 00 1.0 5.60 999.00 15.70 999.0 99.00 6.00 2 99.00 99.00
2015 01 02 06 00 1.0 5.70 999.00 15.80 999.0 99.00 6.20 2 99.00 99.00
2015 01 02 07 00 1.0 5.70 999.00 15.80 999.0 99.00 6.30 2 99.00 99.00
2015 01 02 08 00 1.0 5.70 999.00 15.80 999.0 99.00 6.30 2 99.00 99.00
2015 01 02 09 00 1.0 5.60 999.00 15.90 999.0 99.00 6.10 2 99.00 99.00
2015 01 02 10 00 1.0 5.50 999.00 15.80 999.0 99.00 6.40 2 99.00 99.00
2015 01 02 11 00 1.0 5.50 999.00 15.80 999.0 99.00 6.60 2 99.00 99.00
